start_hhmmss,end_hhmmss,text
00:00:00,00:00:01,(upbeat music)
00:00:01,00:00:03,"- Hi everyone, welcome to this week's episode"
00:00:03,00:00:05,"of No Such Things Official, where we were trying"
00:00:05,00:00:09,to buy the brilliant Daniel Sloss.
00:00:09,00:00:10,"Now, anyone who's really into that comedy"
00:00:10,00:00:12,will definitely know Daniel.
00:00:12,00:00:14,"He is a Scottish comedian,"
00:00:14,00:00:17,but he basically tours all the way around the world
00:00:17,00:00:19,and really is one of the biggest stand-up names
00:00:19,00:00:21,in the entire world right now.
00:00:21,00:00:24,We were absolutely thrilled that he came on the show
00:00:24,00:00:25,and we had such a great time.
00:00:25,00:00:27,"I really hope you enjoyed this show,"
00:00:27,00:00:28,which I'm certain you will.
00:00:28,00:00:31,"He has a little bit of a hidden in a geek to him,"
00:00:31,00:00:33,which I know you'll definitely enjoy.
00:00:33,00:00:35,"But if you want to know more about him,"
00:00:35,00:00:37,then the best thing to do is to go to
00:00:37,00:00:42,"Danielsloss.com, that's D-A-N-I-E-L-S-L-O-S-S."
00:00:42,00:00:44,"And if you go to that website,"
00:00:44,00:00:47,"you will see that he is about to go on tour,"
00:00:47,00:00:50,and basically it would be easier for me to say
00:00:50,00:00:51,"the place is where he's not gonna be,"
00:00:51,00:00:53,because he's gonna be all over the UK.
00:00:53,00:00:56,"He'll be in New Zealand, in Australia,"
00:00:56,00:01:00,"in America, in Europe, all sorts of places all over the world."
00:01:00,00:01:03,"And at the end of the year, on November the 28th,"
00:01:03,00:01:07,he is coming back to London and doing the Wembley Arena.
00:01:07,00:01:10,"Oh my gosh, I have just been there to a gig."
00:01:10,00:01:14,"That is a big, big venue, but I'm sure he will do it just this"
00:01:14,00:01:16,"'cause he is a brilliant, brilliant comedian,"
00:01:16,00:01:18,which you're about to find out on this show.
00:01:18,00:01:20,"So, really hope you enjoy it."
00:01:20,00:01:22,"Quick reminder, do go to patreon.com"
00:01:22,00:01:24,"if you'd like to learn more about Club Fish,"
00:01:24,00:01:27,which is where you can get loads and loads of extras from us.
00:01:27,00:01:29,I won't go into it again.
00:01:29,00:01:30,Listen to all the episodes.
00:01:30,00:01:32,We talk about it every week.
00:01:32,00:01:33,"But no, there is some really cool stuff on there."
00:01:33,00:01:37,So do go to patreon.com/clubfish if you fancy that.
00:01:37,00:01:39,"But if not, then please enjoy this week's show."
00:01:39,00:01:41,"We're the amazing, Daniel Sloss."
00:01:41,00:01:42,On with the podcast.
00:01:42,00:01:45,(upbeat music)
00:01:45,00:02:05,"Hello and welcome to another episode of no such thing as a fish,"
00:02:05,00:02:09,a weekly podcast coming to you from the QI offices in Hobern.
00:02:09,00:02:10,My name is Dan Triber.
00:02:10,00:02:13,"I'm sitting here with Andrew Hunter Murray, James Harkin,"
00:02:13,00:02:14,and Daniel Sloss.
00:02:14,00:02:16,"And once again, we have gathered around the microphones"
00:02:16,00:02:19,with our four favorite facts from the last seven days
00:02:19,00:02:22,"and in a particular order, here we go."
00:02:22,00:02:25,"Starting with fact number one, and that is Dan."
00:02:25,00:02:30,The first known written reference about Scotland comes from Rome
00:02:30,00:02:33,"and it said, ""Don't go there, it's awful."""
00:02:33,00:02:35,Right.
00:02:35,00:02:39,And even if you were to turn over a bunch of evidence right now
00:02:39,00:02:42,"that says that this statement is not true,"
00:02:42,00:02:45,it is still true.
00:02:45,00:02:48,It's too plausible to not do the case.
00:02:48,00:02:52,"I think it's though compared to Rome's really nice, isn't it?"
00:02:52,00:02:53,"Yeah, yeah."
00:02:53,00:02:54,Sunny.
00:02:54,00:02:55,Yeah.
00:02:55,00:02:57,"I mean, sometimes sunny in Scotland."
00:02:57,00:02:58,Sometimes.
00:02:58,00:02:59,"I mean, now it's getting better."
00:02:59,00:03:02,We're the only country that's really enjoying global warming.
00:03:02,00:03:03,Like it.
00:03:03,00:03:05,So do you know who it was who said this?
00:03:05,00:03:06,No.
00:03:06,00:03:07,I don't.
00:03:07,00:03:12,But I know this idea that the Romans never conquered Scotland.
00:03:12,00:03:14,And that's where the Scots like to pitch it.
00:03:14,00:03:15,Right.
00:03:15,00:03:18,"It's that the Romans, they went through Goll, they went through England,"
00:03:18,00:03:19,they did all that.
00:03:19,00:03:23,They got to Scotland and we were just too savage and too brutal.
00:03:23,00:03:24,Right.
00:03:24,00:03:27,They couldn't be bothered to conquer the last 600 miles.
00:03:27,00:03:28,Yeah.
00:03:28,00:03:32,There are a few ancient descriptions of Britain which really make
00:03:32,00:03:36,clear how peripheral Britain was.
00:03:36,00:03:39,"The whole, the whole, every nation and every tribe in every island of Britain"
00:03:39,00:03:42,was completely extraneous to world affairs.
00:03:42,00:03:43,It just wasn't a thing.
00:03:43,00:03:49,"And so Cassius Dio, ancient writer, this is just the description of those who live on the"
00:03:49,00:03:51,two sides of a big wall.
00:03:51,00:03:56,"So there's the Caledonians, which is old name for the Hura, Scottish."
00:03:56,00:03:59,"And the Maïtai, I don't know how that's pronounced."
00:03:59,00:04:00,Maïtai.
00:04:00,00:04:01,Maïtai.
00:04:01,00:04:02,Maïtai.
00:04:02,00:04:03,That's sort of MMA.
00:04:03,00:04:04,"Yeah, yeah, yeah."
00:04:04,00:04:05,All of it's delicious.
00:04:05,00:04:06,All of it fruit.
00:04:06,00:04:07,"Oh, yes."
00:04:07,00:04:08,That's the Maïtai.
00:04:08,00:04:10,So the Maïtai's all carry around little umbrellas and sparklers.
00:04:10,00:04:12,That sounds like the English to me.
00:04:12,00:04:14,"Yes, that's a fair accurate description."
00:04:14,00:04:17,So the Maïtai live south of the wall which devised the island and the Caledonians on the
00:04:17,00:04:18,other side.
00:04:18,00:04:22,Neither of these groups of people has learned how to make a wall.
00:04:22,00:04:27,"They possess neither walls, cities, nor tilled fields, but they live on their flocks, wild"
00:04:27,00:04:29,game and certain fruits.
00:04:29,00:04:34,"They dwell in tents, possess their women in common."
00:04:34,00:04:35,And they can.
00:04:35,00:04:36,Very liberal.
00:04:36,00:04:37,Yeah.
00:04:37,00:04:38,Yeah.
00:04:38,00:04:42,"I mean, see if you think it applies to anyone in the 21st century, they can endure hunger"
00:04:42,00:04:43,and cold.
00:04:43,00:04:44,Jordy's.
00:04:44,00:04:45,It's got a Jordy's.
00:04:45,00:04:46,"Yeah, Jordy's."
00:04:46,00:04:47,They can endure.
00:04:47,00:04:48,Okay.
00:04:48,00:04:49,"Okay, hold that thought."
00:04:49,00:04:53,They can endure hunger and cold and any kind of hardship for they plunge into the swamps
00:04:53,00:04:57,and there exist for many days with only their heads above water.
00:04:57,00:04:58,Why?
00:04:58,00:04:59,"Apparently, yeah, the thing."
00:04:59,00:05:00,Yeah.
00:05:00,00:05:02,I can't picture my ancestors.
00:05:02,00:05:05,Just like up to their necks in a board.
00:05:05,00:05:09,Just because like that's the only place you can safely fart.
00:05:09,00:05:10,Stinks in here.
00:05:10,00:05:11,"Yeah, it does."
00:05:11,00:05:12,We're in a box.
00:05:12,00:05:14,Why would it not stink in here?
00:05:14,00:05:18,But I think one of the main things is that Scotland and Britain more generally were on
00:05:18,00:05:20,the edge of the empire.
00:05:20,00:05:21,Yes.
00:05:21,00:05:24,And so they used it as like a counterpoint to their civilization.
00:05:24,00:05:28,"So anything that they thought was civilized, they said that the barbarians living up north"
00:05:28,00:05:29,were doing.
00:05:29,00:05:30,Yeah.
00:05:30,00:05:31,And they were different than us.
00:05:31,00:05:33,And I'm sure you will all create me wrong here.
00:05:33,00:05:39,"The barbarian, I learned this in classical studies, came from, Barbar is what they thought"
00:05:39,00:05:41,we sounded like when we spoke.
00:05:41,00:05:42,That was there.
00:05:42,00:05:43,"Me, me, me."
00:05:43,00:05:44,It was Barbar Barbar.
00:05:44,00:05:45,Barbar Barbar.
00:05:45,00:05:46,I think that's right.
00:05:46,00:05:47,"Yeah, that's right."
00:05:47,00:05:48,Yeah.
00:05:48,00:05:49,Right.
00:05:49,00:05:50,You were on an England.
00:05:50,00:05:51,Don't I do you?
00:05:51,00:05:52,I'm just.
00:05:52,00:05:53,How do you feel?
00:05:53,00:05:54,This is not what we came on the podcast of fact check.
00:05:54,00:05:55,I.
00:05:55,00:05:56,We're not fact checking my history.
00:05:56,00:05:57,I.
00:05:57,00:05:58,We're fact checking Roman history.
00:05:58,00:05:59,That I was supposed to fucking dare you.
00:05:59,00:06:00,I'm so surprised when you put the accent on it.
00:06:00,00:06:01,As soon as the mics came on.
00:06:01,00:06:02,The accent came on.
00:06:02,00:06:04,I've got a lovely tumbridge well.
00:06:04,00:06:06,I've got a lovely tumbridge well.
