start_hhmmss,end_hhmmss,text
00:00:00,00:00:13,[MUSIC]
00:00:13,00:00:17,Hello and welcome to another episode of Little Fish.
00:00:17,00:00:26,This is the bonus Monday episode where we put down our favorite facts from the last seven days and we go through the facts that you have sent us via podcast at QI.com.
00:00:26,00:00:33,"Thank you, everyone, who has done so. We've had an amazing collection of facts sent in this week. Let's get to it who wants to get going."
00:00:33,00:00:34,I've got one.
00:00:34,00:00:49,"Andy, this is from Steve and Turner and it's a very good email. It combines a good fact and then a bit of abuse and then a bit of praise."
00:00:49,00:00:56,"Do you want to miss out the middle there? I think you need it. It's a piece of me, though, so don't worry."
00:00:56,00:01:00,Maybe miss the fact. I'm happy with just pure abuse.
00:01:00,00:01:13,"Steven writes, ""Good stevening, brackets. My name is Steven and although this is my standard chat-up line, it barely works in real life as it is predicated on knowing my name beforehand. I think that's fair."""
00:01:13,00:01:24,"And only meeting people at night. Honestly, I thought he meant I want to give you a good stevening and I thought that's a bit too forward, I think."
00:01:24,00:01:28,"Yes, but at least applicable today time as well as night."
00:01:28,00:01:34,"I think we can all agree. It's not one for the ages, chat-up-wise, don't stop using it, Steven."
00:01:34,00:01:43,"Anyway, he says, ""I've just learned an interesting fact. I thought I'd share it with you guys as it can be reworded in that famous, slightly irritating QI and Fish Way."""
00:01:43,00:01:45,All right.
00:01:45,00:01:54,"And then he says, ""The A303 was not built close to Stonehenge. Stonehenge was built close to the A303."""
00:01:54,00:02:03,"Now, okay. I'm happy to put up with the abuse and the slightly dodgy chat-up lines, because that is a great fact."
00:02:03,00:02:10,That is fantastic. It turns out the A303 follows an ancient trade route and has been in use for thousands of years.
00:02:10,00:02:20,"I recall a few years ago, Andy buffoonishly repeated a fake fact about the motorway and call more following the migration routes of Ice Age mammoths or something, so I thought I'd double check."
00:02:20,00:02:30,"I have checked it as well, Steven, and I think it's about 50/50, because there is this ancient route. It was used several thousand years ago."
00:02:30,00:02:37,"Stonehenge was built about 5,000 years ago, and it's quite hard to tell when a trade route was first used."
00:02:37,00:02:41,"Additionally, you'd just be following a chalk path at the top of a riddle or something."
00:02:41,00:02:49,"Who knows? They could have been built around the same time, which was built first, the A6 or T-Base Services."
00:02:49,00:02:59,"I think naturally, if you build the trade route, you want something to look at along the way. Basically, Stonehenge might be that kind of service station."
00:02:59,00:03:00,Yes.
00:03:00,00:03:04,One of those giant prawn statues they have in Australia for something to look at.
00:03:04,00:03:08,"Well, like you know, those big billboards that ask you a quiz question."
00:03:08,00:03:09,Exactly.
00:03:09,00:03:15,"If we look five miles down the road, there might be a sign, like an ancient sign saying, ""How many stones do you think there are?"""
00:03:15,00:03:16,Stonehenge.
00:03:16,00:03:22,"Well, we've covered Stonehenge and the theories of what it might be multiple times on this show."
00:03:22,00:03:25,One great one was that it was a giant Glockenspiel.
00:03:25,00:03:33,"The other one is that it had nothing to do with ritualistic stuff, but it was built as a sort of a team exercise on a business outing."
00:03:33,00:03:35,"Well, you know what, Dan?"
00:03:35,00:03:43,I reckon that our theory that it's a giant motorway service station is as applicable as any of those other theories that you've just said.
00:03:43,00:03:44,Absolutely.
00:03:44,00:03:47,"Yeah, probably as much science behind it as well."
00:03:47,00:03:49,But that's great.
00:03:49,00:03:51,I'm kind of in love with Steven Zebel and Tone.
00:03:51,00:03:54,"And I think, I don't think we've done justice to his pickup line."
00:03:54,00:03:56,I think he could probably sell it.
00:03:56,00:04:00,"No, we've only given a good stevening, haven't we?"
00:04:00,00:04:04,"OK, here is another fact. This one is from Kazaya Farbing."
00:04:04,00:04:08,And Kazaya tells us about Swindon Wildcats.
00:04:08,00:04:12,"So Swindon Wildcats are a hockey team, a nice hockey team."
00:04:12,00:04:18,"And this year, not one, but two father and son duos played on the same roster."
00:04:18,00:04:20,Two father and son duos.
00:04:20,00:04:21,Absolutely.
00:04:21,00:04:23,"So it's completely unique, has never happened before."
00:04:23,00:04:29,"There's an example of one father, son, Gordy Howe and his sons played in 1979."
00:04:29,00:04:34,But like for this to happen twice in the same team has never really heard before.
00:04:34,00:04:36,"Now, James, you know a lot about sports."
00:04:36,00:04:42,Is it the case that a sporting team which has a father and son duo on it?
00:04:42,00:04:49,Is it the case that the sport in question is not enormously oversubscribed with people wanting to play it?
00:04:49,00:04:53,Because normally sports have a very specific age range of players that they're going for.
00:04:53,00:04:54,I see what you mean.
00:04:54,00:04:55,I need to be 19.
00:04:55,00:05:00,But there are some football players who play like Christiana Ronaldo still playing football.
00:05:00,00:05:03,And he might be like 41 or something now.
00:05:03,00:05:05,Like he's around 40 for sure.
00:05:05,00:05:11,And absolutely footballers tend to be a little bit promiscuous when they're younger men.
00:05:11,00:05:16,So it's not impossible that he could have a child who was playing football at this age.
00:05:16,00:05:19,Are you suggesting there's a footballer out there who could have his own squad?
00:05:19,00:05:20,Yes.
00:05:20,00:05:22,"Well, at least a five aside team."
00:05:22,00:05:26,There is a footballer whose progeny are on the same team.
00:05:26,00:05:36,"And that is Hazana Parnell and her daughter, Ramaya Osborne, who played in the same team in this year's FA Cup."
00:05:36,00:05:42,They played for Hensford in the FA Cup's second round qualifying match against Bromsgrove Sporting.
00:05:42,00:05:46,"And not only with this mother and daughter on the same team,"
00:05:46,00:05:51,but the mother provided an assist for the daughter's score.
00:05:51,00:05:55,So the mother crossed it in and the daughter scored it.
00:05:55,00:05:59,"And the daughter, Ramaya said, we're both so connected."
00:05:59,00:06:02,I see her visions and she can see mine.
00:06:02,00:06:03,Wow.
00:06:03,00:06:05,"She feels like cheating to me, actually."
00:06:05,00:06:06,"Yeah, that is cheating."
00:06:06,00:06:11,You're not allowed to use telepathy on the pitch for my limited knowledge of the game.
00:06:11,00:06:16,"But they, so that's, and that is not an under-subscribe spot football."
00:06:16,00:06:17,"No, exactly."
00:06:17,00:06:20,"You know, we recently had Melanie Bracewell on the podcast."
00:06:20,00:06:21,Yeah.
00:06:21,00:06:27,"If you had her Wikipedia page, it's just absolutely riddled with New Zealand cricketers."
00:06:27,00:06:31,"Her whole family, her relatives."
00:06:31,00:06:36,Notable relatives are including two uncles who both played test match cricket for New Zealand.
00:06:36,00:06:42,"Or at least one of them did and played like 40 matches, two of her cousins are current cricketers in New Zealand."
00:06:42,00:06:44,That should have been her world.
00:06:44,00:06:46,And she does play netball and volleyball and things like that.
00:06:46,00:06:54,Imagine the disappointment in the family when they found out that she was going to be like coming on QI and stuff instead of playing in the World Cup.
00:06:54,00:06:55,Yes.
00:06:55,00:06:57,"Hey, why don't I move us on to another fact?"
00:06:57,00:07:00,We've got a fantastic one here from Tanya.
00:07:00,00:07:10,Sam Kuru Fat. It's a surname that I've definitely butchered Tanya. Canadians have special crisps to eat during storms.
00:07:10,00:07:13,This is so good.
00:07:13,00:07:14,Yeah.
00:07:14,00:07:21,"Okay, so she sent the fact which says, I learned that in Canada, there's a tradition of eating storm crisps."
00:07:21,00:07:28,And it's such a popular tradition that there are chips made specifically to eat while hunkering down at home during these storms.
00:07:28,00:07:39,I looked into it. This is true. This originates back in 2014 when there was a radio broadcaster called Stephanie Dommitt who was on the radio talking about an incoming storm.
00:07:39,00:07:44,And she said she had an intention to purchase certain chips and dips to prepare for the storm.
00:07:44,00:07:47,And they started talking about this as storm chips.
00:07:47,00:07:49,And this has become an actual thing.
00:07:49,00:07:52,I don't think that's a proper tradition. I'm sorry to cut a grassy dead.
00:07:52,00:07:53,Really?
00:07:53,00:07:55,"No, no, it's a growing thing."
00:07:55,00:08:00,I think especially strong crisps. The tradition is the tradition is that you would buy crisps.
00:08:00,00:08:08,But there was now a company that has trademarked storm chips and produces storm chip bags that you can buy in the shop.
00:08:08,00:08:10,So it's very specifically for it.
00:08:10,00:08:14,Now I asked a Canadian friend of mine whether or not he had done it or heard of it.
00:08:14,00:08:18,"He said no, but he looked into it and he can see it's very predominant in a different bit of Canada."
00:08:18,00:08:22,"Okay, guys, guys, what's everyone's storm crisp?"
00:08:22,00:08:28,This is like my version of desert island discs. You're going to be trapped in a never-ending storm in your home.
00:08:28,00:08:32,And it's never ever going to end and you can only have one kind of crisp.
00:08:32,00:08:34,"Okay, shall I tell you mine?"
00:08:34,00:08:35,"Yes, please."
00:08:35,00:08:36,Hula Hoops.
00:08:36,00:08:38,Original salted barbecue.
00:08:38,00:08:41,"Oh, the flavor doesn't really matter."
00:08:41,00:08:42,Okay.
00:08:42,00:08:50,"And that's because if you have like a tube, it has a very special sort of aerodynamic signature,"
00:08:50,00:08:56,"which will, you know, like one of the best paper airplanes you can make is like just a circle of paper."
00:08:56,00:08:59,"And when the air rushes through it, it keeps it up in the air."
00:08:59,00:09:05,And so I think that I could like make these Hula Hoops sort of hover in front of my mouth and then eat them like a Pac-Man.
00:09:05,00:09:07,Right.
00:09:07,00:09:08,That's impeccable reasoning.
00:09:08,00:09:09,That's incredible.
00:09:09,00:09:13,It's such good reasoning that I cannot think you have not thought about this before.
00:09:13,00:09:16,"I, I, like all of the aerodynamic properties."
00:09:16,00:09:21,Can I just say we've been doing this show for like over 10 years.
00:09:21,00:09:22,Yeah.
00:09:22,00:09:27,All this says is that you have no trust in my sense of whimsy that you think I can't just make this up on the spot.
00:09:27,00:09:30,Did you like cheat and look at the notes for this before?
00:09:30,00:09:35,I just feel like there's no way that whimsy is coming up on the spur of the moment.
00:09:35,00:09:37,"I feel like it's, who's on to your desk?"
00:09:37,00:09:39,Is there a writer on to your desk handing you up bits of whimsy?
00:09:39,00:09:42,Have you got Michael McIntyre down there?
00:09:42,00:09:47,"I just like sensations, Thai sweet chili."
00:09:47,00:09:48,I just want to eat it.
00:09:48,00:09:50,I'm not trying to make it float.
00:09:50,00:09:56,I would use those pickled onion monster months and gear together the teeth or the claws on each one.
00:09:56,00:09:58,And build a rudimentary clock.
00:09:58,00:09:59,That's what I do.
00:09:59,00:10:00,Yes.
00:10:00,00:10:01,Very good.
00:10:01,00:10:02,Yeah.
00:10:02,00:10:03,Thank you.
00:10:03,00:10:06,You saw the padding he did James earlier trying to work out how you were writing.
00:10:06,00:10:09,He was writing that in his head while he was doing all that.
00:10:09,00:10:13,He was just a character here and he's been writing his face.
00:10:13,00:10:23,"Here is a fact from Cidata Basu, who gives us a little bit more grist for Andy's book of things"
00:10:23,00:10:28,"that sound like they're named after the thing they are, but actually a named after a person"
00:10:28,00:10:29,or the other way around.
00:10:29,00:10:30,Very nice.
00:10:30,00:10:37,"I was still working on the title, but this is a bit of news from the last few weeks,"
00:10:37,00:10:43,"because Marco Rubio, the American politician, tweeted today another transformer explosion"
00:10:43,00:10:49,at the German dam in Bolivar state caused another massive blackout.
00:10:49,00:10:54,"And he was complaining about what he thought was a problem in Venezuela due to the government,"
00:10:54,00:11:01,"to which he got a reply saying Senator Marco Rubio, an important transformer exploded in Bolivar,"
00:11:01,00:11:04,"if that you're correct, however, it was not in a dam."
00:11:04,00:11:07,And it was not German.
00:11:07,00:11:09,My name is German Dam.
00:11:09,00:11:12,I am one of the journalists who published the information.
00:11:12,00:11:13,Wow.
00:11:13,00:11:18,And what he had done was seen the name Hermann.
00:11:18,00:11:19,I suppose you pronounce it.
