start_hhmmss,end_hhmmss,text
00:00:00,00:00:04,"Hi everyone, welcome to this week's episode of No Sisters Things A Fish, where we were"
00:00:04,00:00:09,joined by the lexicograffal legend that is Susie Dent.
00:00:09,00:00:14,"Now, for people in the UK, Susie needs absolutely no introduction."
00:00:14,00:00:22,She is a bona fide national treasure as she has been on my TV in my living room every
00:00:22,00:00:28,tea time for as long as I can remember in her position as Chief Wordsmith on Channel
00:00:28,00:00:33,"Fores countdown, as well of course as eight out of ten Cats does count down the comedy"
00:00:33,00:00:35,show with Jimmy Carr.
00:00:35,00:00:40,"She has done so much other stuff, she's written loads and loads and loads of books, they're"
00:00:40,00:00:45,"all fantastic, we have read most of them I would say in the QI office."
00:00:45,00:00:51,The best thing you can do really about Susie's books is to just go to your book repository
00:00:51,00:00:55,of choice and ask them for Susie Dent's books because every single one of them is an absolute
00:00:55,00:01:00,"banger and you will find so many facts in there, she has also written some novels, she's"
00:01:00,00:01:04,written one called Guilty by Definition which is out in the bookshops now and there is
00:01:04,00:01:09,also another one upcoming called Death writ Large which I dare say you will be able
00:01:09,00:01:12,to get on pre-order.
00:01:12,00:01:19,"Susie is also on tour right now, she is going around the UK telling people loads of facts"
00:01:19,00:01:24,"and loads of amazing anecdotes about words, they're going to be absolutely fantastic shows"
00:01:24,00:01:29,"I'm certain about it, so if you live in the UK anywhere then just go to the internet and"
00:01:29,00:01:37,search for Susie Dentor and you could go to no3rd.co.uk and o-th-i-r-d.co.uk but I've just
00:01:37,00:01:41,"tried it, if you go to Google search for Susie Dentor you will find information there."
00:01:41,00:01:47,One more thing to say of course is to remind you about clubfish go to patreon.com/clubfish to
00:01:47,00:01:52,"find out more about that, in the plenty more fish tier you can hear more from Susie in our"
00:01:52,00:01:57,"extra long episode but there's so much more stuff on there, I'm not going to go into it"
00:01:57,00:02:01,"all now, we've said it enough times, there is stuff for free there, there is stuff for paid,"
00:02:01,00:02:06,"it's supporting the podcast, we appreciate if you do it, we understand if you don't, don't"
00:02:06,00:02:10,"worry about it, the podcast as we always say will always be free."
00:02:10,00:02:15,"And speaking of said free podcast it's time to get on with it, so no more to say apart"
00:02:15,00:02:32,from on with the podcast.
00:02:32,00:02:37,"Hello and welcome to another episode of no such thing as a fish, a weekly podcast coming"
00:02:37,00:02:41,"to you from the QI offices in Hober and my name is Dan Schreiber, I'm sitting here with"
