start_hhmmss,end_hhmmss,text
00:00:00,00:00:02,(upbeat music)
00:00:02,00:00:06,"- Hi everyone, welcome to another episode"
00:00:06,00:00:07,"of No Such Things A Fish,"
00:00:07,00:00:10,where we were joined by the absolute legend
00:00:10,00:00:11,that is Nina Conti.
00:00:11,00:00:13,"- That's right, Nina Conti,"
00:00:13,00:00:14,"if you're not aware of her,"
00:00:14,00:00:16,"is one of our great stand-up comedians,"
00:00:16,00:00:19,but she is also one of the UK's only ventriloquists.
00:00:19,00:00:21,"- She's absolutely brilliant, she's so smart,"
00:00:21,00:00:25,"she's so funny, she's been on QI packing the day,"
00:00:25,00:00:27,but now she's come back to join us
00:00:27,00:00:29,and something very special.
00:00:29,00:00:30,- She has a movie out.
00:00:30,00:00:31,"- That's right, it's called Sunlight"
00:00:31,00:00:34,"and it's now out on Prime for free,"
00:00:34,00:00:35,"so if you have a Prime account,"
00:00:35,00:00:37,you should be watching it straight away.
00:00:37,00:00:39,"- Absolutely, it's such a good film, I've seen it."
00:00:39,00:00:42,"It's kind of a classic road trip movie,"
00:00:42,00:00:45,but with a twist in that one of the characters
00:00:45,00:00:47,is like in a giant monkey costume.
00:00:47,00:00:49,"Sounds weird, but I promise you,"
00:00:49,00:00:51,"I watched it, I absolutely loved it,"
00:00:51,00:00:52,and I'm sure you will too.
00:00:52,00:00:55,"- That's right, and if you want more monkey-ing from Nina,"
00:00:55,00:00:57,"she's even got her own podcast,"
00:00:57,00:00:59,which she co-hosts with her monkey
00:00:59,00:01:01,"that she does ventriloquism with,"
00:01:01,00:01:04,it's called Nina and Monkey's Podcast.
00:01:04,00:01:05,"It's everywhere where you get your podcast,"
00:01:05,00:01:08,"so check that out as well, but really the movie,"
00:01:08,00:01:10,"and I'm gonna be watching it tonight,"
00:01:10,00:01:12,"I'm so excited, that's the thing to check out,"
00:01:12,00:01:15,it's called Sunlight and it's available now on Prime.
00:01:15,00:01:17,"- Yes, one more thing to check out,"
00:01:17,00:01:20,"if you so desire is our Patreon,"
00:01:20,00:01:23,you can go to patreon.com/clubfish
00:01:23,00:01:26,"and you will find all sorts of amazing stuff on there,"
00:01:26,00:01:28,but this week there's something very special
00:01:28,00:01:30,"for everyone, even if you don't pay for it."
00:01:30,00:01:31,"- That's right, so if you remember,"
00:01:31,00:01:34,"we had Olga Cock on the show a few weeks ago,"
00:01:34,00:01:37,"and as part of it, we were trying to brainstorm"
00:01:37,00:01:39,"the title of a big new movie,"
00:01:39,00:01:41,"so this was about the founder of GrubHub,"
00:01:41,00:01:43,"and the fact that he came up with it at school,"
00:01:43,00:01:45,"Olga came up with the name Doeboy,"
00:01:45,00:01:47,but we asked you the listeners to send in
00:01:47,00:01:49,"what you think the movie should be called,"
00:01:49,00:01:51,and we made a video going through the process
00:01:51,00:01:53,"of hearing the pitches from you, the public."
00:01:53,00:01:56,"- Yes, so if you want to watch that incredibly,"
00:01:56,00:01:59,"well, quite painful 10 minutes and we went through,"
00:01:59,00:02:01,"tried to find a good name, it's very funny,"
00:02:01,00:02:02,"I watched it this morning,"
00:02:02,00:02:05,The Fish Busters have done a brilliant edit on it.
00:02:05,00:02:08,"You go to patreon.com/clubfish,"
00:02:08,00:02:10,"and when you go there, there is some stuff for everyone,"
00:02:10,00:02:12,"you don't have to sign up for any of the tears,"
00:02:12,00:02:14,"you will just see it, and this is one of those things."
00:02:14,00:02:16,"- That's right, so do that now,"
00:02:16,00:02:17,check out Nina's movie.
00:02:17,00:02:20,"But for now, listen to her here on Fish."
00:02:20,00:02:22,"Here we go, on with the show."
00:02:22,00:02:24,(upbeat music)
00:02:24,00:02:28,(bell ringing)
00:02:28,00:02:31,(speaking in foreign language)
00:02:31,00:02:34,(speaking in foreign language)
00:02:34,00:02:37,(upbeat music)
00:02:37,00:02:40,"- Hello, and welcome to another episode"
00:02:40,00:02:43,"of ""No Such Thing As A Fish"", a weekly podcast"
00:02:43,00:02:46,coming to you from the QI offices in Hobern.
00:02:46,00:02:48,"My name is Dan Schreiber, I am sitting here"
00:02:48,00:02:50,"with James Harkin, Andrew Hunter Murray,"
00:02:50,00:02:52,"and Nina Conti, and once again,"
00:02:52,00:02:53,we have gathered around the microphones
00:02:53,00:02:56,"with our four favorite facts from the last seven days,"
00:02:56,00:02:59,"and in a particular order, here we go."
00:02:59,00:03:02,"Starting with fact number one, and that is James."
00:03:02,00:03:04,"- Okay, my fact this week is that one"
00:03:04,00:03:08,of the most important people in Income society
00:03:08,00:03:10,was the ventriloquist.
00:03:10,00:03:11,- Nice.
00:03:11,00:03:12,- That's incredible.
00:03:12,00:03:15,"I mean, with that, with a puppet,"
00:03:15,00:03:17,"with not leaving their mouth,"
00:03:17,00:03:18,we'll kind of ventriloquist.
00:03:18,00:03:19,- Not so much a puppet.
00:03:19,00:03:23,"- It was, they were trying to throw their voice."
00:03:23,00:03:26,"So this is something I read in Encyclopedia Britannica,"
00:03:26,00:03:28,"and it was about the Inca religion,"
00:03:28,00:03:31,"where they had a priest called the Yacaka,"
00:03:31,00:03:33,who would tell the future with fire.
00:03:33,00:03:35,"So they would set a fire, they would blow a pipe,"
00:03:35,00:03:37,"and the flames would bounce around,"
00:03:37,00:03:39,"and he would take some coca leaves,"
00:03:39,00:03:43,"and then he would supposedly summon the spirits,"
00:03:43,00:03:46,"and when they came in the smoke, or whatever, or in the fire,"
00:03:46,00:03:48,"he would start to divide the future,"
00:03:48,00:03:51,"say what's gonna happen, say what the leaders should do,"
00:03:51,00:03:55,and a chronicler called Pedro Kiezer de Leon
00:03:55,00:03:58,said that they did it by ventriloquism.
00:03:58,00:04:01,- It sounds like a good act.
00:04:01,00:04:04,It was a rumor about the Oracle at Delphi
00:04:04,00:04:07,"being a ventriloquist thing behind it,"
00:04:07,00:04:10,"but also that they're sometimes a sort of tube or a tunnel,"
00:04:10,00:04:12,"leading back from the mouth that somebody is speaking into,"
00:04:12,00:04:15,"like one of those things in the playground, where you..."
00:04:15,00:04:18,"- Yeah, I would think in Income society,"
00:04:18,00:04:21,"there are a lot of severed heads going begging, you know?"
00:04:21,00:04:24,So you could have the puppets if you wanted to.
00:04:24,00:04:26,"- Yeah. - But that wasn't a thing then, was it?"
00:04:26,00:04:29,"Ventriloquism when it started, wasn't to do with puppets."
00:04:29,00:04:31,It was projecting the voice to make people think
00:04:31,00:04:32,it was coming from somewhere else.
00:04:32,00:04:35,"- So this is what this is projecting the voice,"
00:04:35,00:04:37,so it's making you think that the voice
00:04:37,00:04:37,is coming from somewhere else.
00:04:37,00:04:38,- Exactly.
00:04:38,00:04:41,- But ventriloquy being a stomach speaking.
00:04:41,00:04:44,"- Yes, so the Oracle at Delphi,"
00:04:44,00:04:46,the story was put about that.
00:04:46,00:04:48,It felt like the voice was coming from either her stomach
00:04:48,00:04:50,or sometimes from her genitals.
00:04:50,00:04:52,Although those stories might have been written
00:04:52,00:04:54,by Christian's later who were trying to...
00:04:54,00:04:55,- And clever.
00:04:55,00:04:56,(laughing)
00:04:56,00:04:58,- Not always different things.
00:04:58,00:05:00,(laughing)
00:05:00,00:05:02,- But gastramancers also is a thing.
00:05:02,00:05:02,- Yes.
00:05:02,00:05:05,"- I don't know whether any of this is true,"
00:05:05,00:05:07,because I learned ventriloquism from Ken Campbell
00:05:07,00:05:09,who had no respect for the boundary
00:05:09,00:05:10,between truth and fiction.
00:05:10,00:05:13,But the way he told me was that gastramancers
00:05:13,00:05:17,would go into supposedly haunted house
00:05:17,00:05:20,and imbibed the spirit up through the genitals
00:05:20,00:05:22,and guide into the stomach.
00:05:22,00:05:27,And there they would soothe the angry spirit with chat.
00:05:27,00:05:28,"- Oh, okay."
00:05:28,00:05:30,- And then walk away with it.
00:05:30,00:05:32,- I want and expel them outside the house.
00:05:32,00:05:33,"- Yeah, who'd take them up?"
00:05:33,00:05:35,"- Would you fart them out, or?"
00:05:35,00:05:35,- I think so.
00:05:35,00:05:36,- Outside.
00:05:36,00:05:37,- You do that outside.
00:05:37,00:05:38,- You do that outside.
00:05:38,00:05:39,- I mean who doesn't go outside to fart?
00:05:39,00:05:40,(laughing)
00:05:40,00:05:41,- Gastramancer was a thing.
00:05:41,00:05:42,- Definitely.
00:05:42,00:05:43,- It's all 2000 years ago.
00:05:43,00:05:45,It's all quite hard to tell now.
00:05:45,00:05:47,But supposedly noises made by the stomach
00:05:47,00:05:50,were thought to be the voices of the dead.
00:05:50,00:05:51,"And the other word, I just really like it"
00:05:51,00:05:55,"'cause you said ventriloquism is a stomach talking,"
00:05:55,00:05:56,"isn't it, ventriloquism."
00:05:56,00:06:00,"The other word, if you do the Greek, it's engastrid myths."
00:06:00,00:06:02,"- Very nice to do that, that's good."
00:06:02,00:06:04,- So I like that all the original ventriloquists
00:06:04,00:06:06,probably were just people with IBS.
00:06:06,00:06:10,It was just roughly tumbling the going on over the time.
00:06:10,00:06:11,- Completely tumbling.
00:06:11,00:06:12,"- Yeah, sort of."
00:06:12,00:06:14,- Be watching a lot of Whitney the Pooh.
00:06:14,00:06:15,(laughing)
00:06:15,00:06:17,- It's very difficult to imagine it.
00:06:17,00:06:19,I was going to think to do with the stomach.
00:06:19,00:06:21,"I mean, we're definitely my throat"
00:06:21,00:06:24,"where I do my ventriloquism and my mouth, the stomach."
00:06:24,00:06:26,"- There are a few different ways,"
00:06:26,00:06:27,"I mean, I'm not ventriloquist."
00:06:27,00:06:31,But I think there's one which is you're making a noise
00:06:31,00:06:33,and not letting your mouth move.
00:06:33,00:06:35,And there's another one which you make the sound
00:06:35,00:06:37,much quieter or louder.
00:06:37,00:06:39,So it sounds like it's coming from somewhere else.
00:06:39,00:06:40,"- No, no."
00:06:40,00:06:42,"- Like the little man in the box kind of thing, right?"
00:06:42,00:06:45,"- Yeah, I think this is more like that kind of ventriloquist."
00:06:45,00:06:46,"- Okay, I think."
00:06:46,00:06:50,"- Nina, did you ever do the, I'm talking to someone over there"
00:06:50,00:06:53,or the voice is coming from your trouser pockets?
00:06:53,00:06:54,"- I'm very bad at that, no."
00:06:54,00:06:56,I like a nice puppet to distract.
00:06:56,00:06:58,(laughing)
00:06:58,00:06:59,"No, I've never been."
00:06:59,00:07:01,I think people that do that fool me.
00:07:01,00:07:03,I went to a ventriloquist convention
00:07:03,00:07:06,and the guy was doing that kind of calling Nina.
00:07:06,00:07:07,From miles away and I was looking around
00:07:07,00:07:10,"and he said to me like, Matt, where do you think you are?"
00:07:10,00:07:12,You're a ventriloquist convention.
00:07:12,00:07:13,That's what he do.
00:07:13,00:07:14,- Venthaven.
00:07:14,00:07:15,"- Venthaven, yeah."
00:07:15,00:07:17,"- Well, your documentary, which is, it's so good"
00:07:17,00:07:19,if anyone wants to check out about the world
00:07:19,00:07:21,of ventriloquist.
00:07:21,00:07:23,"- If someone's on the stage at Venthaven and they do a good act,"
00:07:23,00:07:25,does the applause come from behind them?
00:07:25,00:07:26,(laughing)
00:07:26,00:07:28,"- This is the amazing thing, right?"
00:07:28,00:07:31,The reason ventriloquist works so well
