start_hhmmss,end_hhmmss,text
00:00:00,00:00:03,"Hi everyone, welcome to this week's episode of No Such Things Are Fish."
00:00:03,00:00:08,"Before you fast forward, we have news of some live shows coming up, which you can go"
00:00:08,00:00:11,to live in London or you can stream.
00:00:11,00:00:16,"But first of all, let me tell you about today's show, which we recorded live at the Royal"
00:00:16,00:00:17,Institution in London.
00:00:17,00:00:22,It is one of the most venerable places in the entire United Kingdom.
00:00:22,00:00:25,It's where multiple elements were discovered.
00:00:25,00:00:28,It's where some of the great scientists in history have spoken.
00:00:28,00:00:31,And then they let us four docks turn up.
00:00:31,00:00:32,Really hope you enjoy this show.
00:00:32,00:00:35,It was the first of four that we did.
00:00:35,00:00:36,They will go out over the next four weeks.
00:00:36,00:00:38,There were brilliant audiences every night.
00:00:38,00:00:43,I'm sure you will enjoy listening to them as much as we enjoyed recording them.
00:00:43,00:00:46,"And if you would like to come to a live recording, then guess what?"
00:00:46,00:00:50,We are doing a couple more in September.
00:00:50,00:00:55,"On Saturday, the 12th of September, we are returning to the London Podcast Festival at King's"
00:00:55,00:00:59,"Place, which is near to Kings Cross Station in North London."
00:00:59,00:01:03,"And at 7pm, we'll be doing a live recording of the main episode."
00:01:03,00:01:05,There are not many tickets left for that.
00:01:05,00:01:07,"So if you want to come to that, then get in there quick."
00:01:07,00:01:13,"But even more excitingly, I think, is that at 4.30pm, we'll be doing our first ever live"
00:01:13,00:01:15,drop us a line.
00:01:15,00:01:17,It is our audience feedback show.
00:01:17,00:01:22,It is normally only available for people who are members of Patreon.
00:01:22,00:01:23,But you could be there.
00:01:23,00:01:28,"If you want to ask your question, or send us an extremely pedantic email, you can be there"
00:01:28,00:01:30,in person.
00:01:30,00:01:35,"If you bought tickets for the show already, or if you buy tickets, then email podcast@QI.com"
00:01:35,00:01:36,and let us know that you're going to be there.
00:01:36,00:01:40,"Let us know what your question is, or your piece of pedantry."
00:01:40,00:01:42,Let us know your bonus bream.
00:01:42,00:01:45,"Let us know your thanks, but no thanks, and we might well read them out."
00:01:45,00:01:49,Both of these King's Place shows will be live streamed and available on catch-up.
00:01:49,00:01:53,And you can get a discount if you buy tickets to both shows.
00:01:53,00:01:59,Go to www.nosisthingsofish.com/live to get tickets for that.
00:01:59,00:02:04,"And in the meantime, please enjoy this week's episode of ""Nosis Things Of Fish"" recorded"
00:02:04,00:02:06,live at the Royal Institution.
00:02:06,00:02:08,"OK, on with the podcasts."
00:02:08,00:02:28,"Hello, and welcome to another episode of ""Nosis Such Things Of Fish"" a weekly podcast"
00:02:28,00:02:36,this week coming to you live from the Royal Institution in London.
00:02:36,00:02:42,My name is Dan Schreiber.
00:02:42,00:02:47,"I am sitting here with Anna Tishinsky, Andrew Hunson-Marie and James Harkin."
00:02:47,00:02:51,"And once again, we have dathered around the microphones with our four favorite facts from"
00:02:51,00:02:56,"the last seven days and in no particular order, here we go."
00:02:56,00:03:00,"Starting with fact number one, and that is Anna."
00:03:00,00:03:06,My fact this week is that the building we are in contains the former world's largest
00:03:06,00:03:07,pencil.
00:03:07,00:03:12,There's a photo of it behind us and that is a big pencil.
00:03:12,00:03:16,"Yeah, but we're bearing the lead here because that is an even bigger ruler than the world's"
00:03:16,00:03:17,largest pencil.
00:03:17,00:03:20,"No, Andy, we're bearing the lead."
00:03:20,00:03:21,There we go.
00:03:21,00:03:22,"Oh, come on."
00:03:22,00:03:27,"There's been either the 59 minutes of this, guys."
00:03:27,00:03:33,"Yes, that is in fact in this photo carrying that pencil is the man who made it famous, famous"
00:03:33,00:03:34,being a stretch.
00:03:34,00:03:42,"But this was in 1968 that it had its debut and as you probably know, this room is famous"
00:03:42,00:03:48,"for very excellent, interesting lectures before we got here and someone who gave a lecture"
00:03:48,00:03:54,was a physicist called Philip Morrison in 1968 and he opened his lecture with a huge
00:03:54,00:04:00,"penny on the floor and he said, okay, he was going to come up and measure this penny and"
00:04:00,00:04:04,he pulled out this huge ruler which people in the room can see a 12-foot-long ruler to measure
00:04:04,00:04:05,it with.
00:04:05,00:04:10,"And then he said, okay, and let's write down how big this penny is and for no particular"
00:04:10,00:04:12,reason he produced an enormous pencil.
00:04:12,00:04:13,Right.
00:04:13,00:04:14,So write that down.
00:04:14,00:04:15,There was some reason.
00:04:15,00:04:16,"There wasn't either, right?"
00:04:16,00:04:20,"Because he was like doing a lecture about things that are very, very big or very, very small."
00:04:20,00:04:23,So he's imagining what it would be like if he was a little a pusion.
00:04:23,00:04:24,So the gallevers travels.
00:04:24,00:04:25,Yeah.
00:04:25,00:04:26,That's true.
00:04:26,00:04:27,They were called the gallevers lectures.
00:04:27,00:04:30,It did feel like you've made a point with the ruler and now you could just go with a normal
00:04:30,00:04:31,pencil.
00:04:31,00:04:34,But he went to the trouble and that's what we love.
00:04:34,00:04:35,Wonderful.
00:04:35,00:04:38,"And yeah, it was about how crucial sizes in science."
00:04:38,00:04:42,"So things act really differently if they're really, really, really big, like, you know, universe"
00:04:42,00:04:45,"scale, compared to really, really, really tiny and he got some little children to come up"
00:04:45,00:04:48,from the audience to operate it.
00:04:48,00:04:50,And it was a great lecture.
00:04:50,00:04:51,I watched it.
00:04:51,00:04:52,It was excellent.
00:04:52,00:04:53,I really like how things were different back in the day.
00:04:53,00:04:59,"As I say, audience of 10, 11-year-olds, one quote from it is, of course, you know very well"
00:04:59,00:05:03,that the theories of Euclid simply do not apply in the non-Euclidean geometry of a sphere.
00:05:03,00:05:04,Right.
00:05:04,00:05:07,10-year-olds nodding along.
00:05:07,00:05:12,I think they cover that in K-pop demon hunters.
00:05:12,00:05:13,So how big?
00:05:13,00:05:14,"Oh, okay."
00:05:14,00:05:15,"It's got, how big is this pencil?"
00:05:15,00:05:16,It's hard to pictures.
00:05:16,00:05:17,So the ruler was 12.
00:05:17,00:05:20,So I guess the pencil's about 9 or 10 feet.
00:05:20,00:05:21,It's hard.
00:05:21,00:05:24,How big are these desks?
00:05:24,00:05:25,"Yeah, this must be four or five."
00:05:25,00:05:28,Do we have anything in the building that's roughly the size?
00:05:28,00:05:30,Do we think of the pencil?
00:05:30,00:05:33,"Oh, oh!"
00:05:33,00:05:41,"For listeners at home, Dan has just come in holding."
00:05:41,00:05:42,Do you say nine foot long?
00:05:42,00:05:43,I think it's shorter because--
00:05:43,00:05:44,Can you pop it on the ground?
00:05:44,00:05:45,"You're about six foot, right?"
00:05:45,00:05:46,Pop it on the ground.
00:05:46,00:05:47,I'm six foot one.
00:05:47,00:05:48,It's been sharp at the best.
00:05:48,00:05:49,It's been sharp at the best.
00:05:49,00:05:50,"Yeah, yeah."
00:05:50,00:05:53,"I've literally just been told that it was taller,"
00:05:53,00:05:55,but they have used it and it's been sharpened.
00:05:55,00:05:56,So it's--
00:05:56,00:05:56,Wonderful.
00:05:56,00:05:57,Keeps getting shorter.
00:05:57,00:05:58,Is it lead?
