start_hhmmss,end_hhmmss,text
00:00:00,00:00:03,"Hi everyone, welcome to this week's episode of No Such Thing as a Fish, where we were"
00:00:03,00:00:08,joined by the absolutely brilliant science communicator Greg Futt.
00:00:08,00:00:11,"Now I have no Greg for many, many years."
00:00:11,00:00:16,"He is really, I would say, one of the UK's premier fat checkers."
00:00:16,00:00:20,"If you listen to BBC Radio 4, you might know him from the show Sliced Bread, where he"
00:00:20,00:00:27,looks at different products and claims and sees whether the science backs them up or not.
00:00:27,00:00:34,"But he has a brand new podcast, it's very exciting, it's called The Baby Fact Check."
00:00:34,00:00:39,"And it is something that I really wish I had about three years ago, when I had a very"
00:00:39,00:00:44,"young baby because Greg is a new father himself, congratulations to him and his partner."
00:00:44,00:00:49,"And they have realised that there is so much information out there, so many claims from"
00:00:49,00:00:55,"companies from the internet and Greg has decided to use his many, many skills to work out"
00:00:55,00:00:58,which of these claims are true and which of them are false.
00:00:58,00:01:01,It's such a great idea and he has done it absolutely brilliantly.
00:01:01,00:01:06,"So if you want to listen to that, then go to The Baby Fact Check, wherever you get your"
00:01:06,00:01:11,podcast and in fact at The Baby Fact Check is the place to go on Instagram to learn more.
00:01:11,00:01:18,"And if you want to know more about Greg in general, then go to Greg Futt, that's giregfwt.com"
00:01:18,00:01:21,"and everything will be on there, on with the podcast."
00:01:21,00:01:23,"No, not on with the podcast."
00:01:23,00:01:24,Hi James.
00:01:24,00:01:25,Hi.
00:01:25,00:01:30,"We have more news, one more exciting announcement we are doing, a little run of live shows this"
00:01:30,00:01:31,summer.
00:01:31,00:01:39,"We're going to the Royal Institution, 'Tenorable Home of Science' and now us, temporarily."
00:01:39,00:01:41,We're going to be in the lecture theatre.
00:01:41,00:01:43,It's an amazing thing.
00:01:43,00:01:46,We did a show last year there and it was so much fun.
00:01:46,00:01:49,"It's such an amazing, historic, wonderful venue."
00:01:49,00:01:52,It's where the Royal Institution Christmas Lectures are and we are going to be there.
00:01:52,00:01:59,"On the 21st, 20 second, 23rd and 25th of July, they're all at 7.30pm, the one of the 21st"
00:01:59,00:02:03,is going to be live streamed and available on catch up for two weeks.
00:02:03,00:02:08,"So please, come on down, come and see us, ruin the home of science and its reputation"
00:02:08,00:02:10,with our stupid jokes.
00:02:10,00:02:17,"If you want to get tickets, you can go to no such thing as a fish.com/ri-summer."
00:02:17,00:02:18,Okay.
00:02:18,00:02:19,Come and see the show.
00:02:19,00:02:20,Come and see us.
00:02:20,00:02:21,Can I do one with the podcast now?
00:02:21,00:02:22,"Yeah, yeah."
00:02:22,00:02:23,"Oh, with the podcast."
00:02:23,00:02:41,Hello and welcome to another episode of No Such Thing as a Fish coming to you from the
00:02:41,00:02:42,QI offices in Hoban.
00:02:42,00:02:46,"My name's Andrew Hunter Murray and I'm here with James Harkin, Anna Tijinsky and Greg"
00:02:46,00:02:47,Foot.
00:02:47,00:02:48,Hello.
00:02:48,00:02:51,We've gathered around the microphones with our four favourite facts from the last seven
00:02:51,00:02:52,days.
00:02:52,00:02:58,"So in no particular order, here we go, starting with fact number one, that is Greg."
00:02:58,00:03:04,Tests have shown that a Volvo 240 used to be the best car with the right vibrations to calm
00:03:04,00:03:06,down a crying baby.
00:03:06,00:03:07,Wow.
00:03:07,00:03:11,I was told this by one of the UK's leading infant crying academics by now.
00:03:11,00:03:12,Wow.
00:03:12,00:03:13,Yeah.
00:03:13,00:03:14,They're leading infant crying academics.
00:03:14,00:03:21,"It goes to all the annual crying conferences he was telling me to say, wait a little time"
00:03:21,00:03:23,but that feels too soon for us.
00:03:23,00:03:24,"Oh, I love that."
00:03:24,00:03:26,You've come to the right place for jokes like that.
00:03:26,00:03:27,That is amazing.
00:03:27,00:03:33,I think remembering back where I was three or four years ago when my baby was very young.
00:03:33,00:03:39,"If I heard this, I'd be straight onto auto car and by myself a Volvo 240."
00:03:39,00:03:42,Except you said used to have babies changed or have Volvo's changed.
