start_hhmmss,end_hhmmss,text
00:00:00,00:00:03,"Hi everyone, welcome to this week's episode of Little Fish."
00:00:03,00:00:07,Now the reason I'm talking to you before the actual show starts is because we have that
00:00:07,00:00:13,little audio club this week and the microphones unfortunately failed.
00:00:13,00:00:18,"But luckily for us, the microphones on the cameras that we're using to record the episode"
00:00:18,00:00:19,they did work.
00:00:19,00:00:23,But unfortunately they are not quite the same quality as the ones we usually use.
00:00:23,00:00:28,And so we sound a little bit like we're at the bottom of the well for this episode.
00:00:28,00:00:34,"So I've listed back to it, wonderful tech elves have done lots of lovely magic to make"
00:00:34,00:00:35,it as good as possible.
00:00:35,00:00:40,So hopefully it will not impede your enjoyment of this episode too much.
00:00:40,00:00:41,Really hope you enjoy it.
00:00:41,00:00:44,We really wanted to put it down because the facts were so good.
00:00:44,00:00:45,We had a great time recording it.
00:00:45,00:00:47,We think it's a really great episode.
00:00:47,00:00:49,So I hope you can get past the bad audio.
00:00:49,00:00:53,"Apart from that, there's not really much else to say I suppose."
00:00:53,00:00:54,Thank you very much for listening.
00:00:54,00:00:59,We really appreciate every single one of you who listens to the episodes and really we
00:00:59,00:01:00,wouldn't be able to do this without you.
00:01:00,00:01:01,So thank you very much.
00:01:01,00:01:03,We don't get to say that very often.
00:01:03,00:01:04,"So yeah, thanks."
00:01:04,00:01:06,"Okay, anyway, enough from me."
00:01:06,00:01:09,Hope you enjoyed this week's episode of Little Fish.
00:01:09,00:01:10,I'm with the podcast.
00:01:10,00:01:33,"Hello and welcome to another episode of Little Fish, a weekly regular audience fact show."
00:01:33,00:01:34,My name is Andrew Hunter-Marie.
00:01:34,00:01:37,I'm here with James Harkin and Anna Tajitsky.
00:01:37,00:01:40,And we've gathered with your best facts from the last seven days.
00:01:40,00:01:41,So let's kick off.
00:01:41,00:01:42,Let's have a fact.
00:01:42,00:01:45,"Doug Steen is who this fact is from Doug, D-U-G."
00:01:45,00:01:46,"No, oh."
00:01:46,00:01:47,Cool.
00:01:47,00:01:48,Very interesting.
00:01:48,00:01:52,Then that's not even the most interesting heart of this email.
00:01:52,00:01:58,"Doug Steen says that reindeer, the etymology, is a combination of the old Norse crane and"
00:01:58,00:01:59,deer.
00:01:59,00:02:02,Where deer means animal and crane means reindeer.
00:02:02,00:02:06,"So when we say reindeer, we're actually saying reindeer."
00:02:06,00:02:07,In Western.
00:02:07,00:02:08,And it's time wasting.
00:02:08,00:02:11,It's like ATM machine and pin number.
00:02:11,00:02:13,So we should just call this a rain?
00:02:13,00:02:14,We should just be calling it a rain.
00:02:14,00:02:16,It feels like it'll lead to more confusion.
00:02:16,00:02:18,Does that mean all animals are deer's?
00:02:18,00:02:19,"Yeah, I believe so."
00:02:19,00:02:21,"Oh, that must be confusing for the Vikings."
00:02:21,00:02:22,Oh.
00:02:22,00:02:23,Another deer?
00:02:23,00:02:24,Yeah.
00:02:24,00:02:25,"Oh, you got killed by a deer."
00:02:25,00:02:26,That's a good point.
00:02:26,00:02:27,You got to do it today.
00:02:27,00:02:28,"Yes, deer."
00:02:28,00:02:29,Ha ha ha ha.
00:02:29,00:02:31,Hold on a second.
00:02:31,00:02:32,You've grown this out.
00:02:32,00:02:33,We get a deer.
00:02:33,00:02:34,A standard deer.
00:02:34,00:02:36,So we get that from old Norse as well.
00:02:36,00:02:37,And it just means animal.
00:02:37,00:02:39,I guess maybe it's the only animals they had.
00:02:39,00:02:40,Don't question all that.
00:02:40,00:02:41,Don't question all that.
