start_hhmmss,end_hhmmss,text
00:00:00,00:00:13,[MUSIC]
00:00:13,00:00:17,Hello everybody and welcome to Little Fish.
00:00:17,00:00:21,"The weekly podcast where we, the no such thing as a fish team,"
00:00:21,00:00:26,"take your facts, the facts from the audience and we talk about them,"
00:00:26,00:00:29,"we analyse them, we tear them to shreds and here to do that."
00:00:29,00:00:35,"With me are my fellow hosts, Dan Schreiber and James Arkin."
00:00:35,00:00:36,Hello.
00:00:36,00:00:39,"Hello, sorry, I left a weird pause there."
00:00:39,00:00:43,"It's okay, we should say we're doing this in three undisclosed questions."
00:00:43,00:00:47,"Hang on, no James, okay, that seems to be a connection issue."
00:00:47,00:00:49,This might happen a lot.
00:00:49,00:00:51,"That was just me trying to be funny, don't worry."
00:00:51,00:00:54,"No idea, I was there doubling down on your funny."
00:00:54,00:00:57,"Oh yeah, see this is how natural it always seems,"
00:00:57,00:00:59,"as soon as you're recording remotely, which we are."
00:00:59,00:01:04,"Yes, undisclosed locations, we've been asked to go to our separate bunkers."
00:01:04,00:01:07,"And Andrew Hunter Murray is not with us, but I think we're going to be okay."
00:01:07,00:01:11,"So he has sent us some facts from listeners, hasn't he?"
00:01:11,00:01:13,He has. We still make him peruse the inbox.
00:01:13,00:01:15,Has anyone got a great fact from a listener to share?
00:01:15,00:01:17,Can I do one that he hasn't sent me?
00:01:17,00:01:18,I got independently.
00:01:18,00:01:22,"Yes, just because I know if he was here, he wouldn't allow this,"
00:01:22,00:01:26,but seeing this is a way we should subvert the genre a little bit.
00:01:27,00:01:33,"Someone called Dave Swainey sent me this, and it is to do with a big rail crash in Clapham,"
00:01:33,00:01:36,that was caused by an overworked signal engineer.
00:01:36,00:01:44,And the government made a hidden report to establish all the problems that occurred.
00:01:44,00:01:49,And this report was named after Sir Anthony Hidden.
00:01:54,00:01:58,"Basically, that's the reason why if you work as a train crew, you need 12 hours"
00:01:58,00:02:03,"rest between shifts, and you have to have at least one day off in any fortnight."
00:02:03,00:02:06,"But yeah, named by Sir Anthony Hidden."
00:02:06,00:02:07,Very good.
00:02:07,00:02:13,"I replied to Dave saying, ""Well, you know what, I'm not really a big fan of these kinds of facts."""
00:02:13,00:02:18,"And Dave said, ""Oh yeah, sorry, I know Dan is the one who's pushing this trend,"
00:02:18,00:02:19,"but you're my favourite."""
00:02:21,00:02:24,He's another one who can't tell the difference between Dan and Andy.
00:02:24,00:02:26,"Wow, this is getting wild."
00:02:26,00:02:28,But you're doing Andy's work for him now.
00:02:28,00:02:29,You've converted without knowing.
00:02:29,00:02:31,You were filling that book up every week now.
00:02:31,00:02:33,"Well, that's great fact."
00:02:33,00:02:34,That's awesome.
00:02:34,00:02:39,"I got one that was sanctioned, that was allowed in by Andrew Hunter Murray."
00:02:39,00:02:41,This is from Ray Honeyset.
00:02:41,00:02:47,"Ray says, ""My fact is that when tomato plants are under attack from hungry caterpillars,"
00:02:47,00:02:52,"they produce a chemical that makes caterpillars more likely to eat each other than the plant."""
00:02:52,00:02:54,What?
00:02:54,00:02:55,"Yeah, which is amazing."
00:02:55,00:03:01,"And Ray adds, ""My mother tried to tell Dan this fact a few years ago when she lived in South London"
00:03:01,00:03:04,next to him and would share a commute with him into the town.
00:03:04,00:03:08,"Unfortunately, she forgot the details of this and instead told him that scientists have found"
00:03:08,00:03:09,that tomatoes eat caterpillars.
00:03:09,00:03:13,"I am emailing to set the record straight."""
00:03:13,00:03:15,Do you remember this instant stuff?
00:03:15,00:03:18,"They do, I remember his mom, she was awesome."
00:03:18,00:03:22,"Can I just say, I think tomatoes do eat caterpillars."
00:03:22,00:03:24,"Well, they certainly eat insects."
00:03:24,00:03:29,"And they have, well, they have like a fluffy stalk, don't they?"
00:03:29,00:03:35,"And I think the fluffiness of the stalk is to kind of trap insects and then they fall down to the ground,"
00:03:35,00:03:40,"decompose into the earth, and then the plant can eat the chemicals."
00:03:40,00:03:41,No way.
00:03:41,00:03:42,I think so.
00:03:42,00:03:47,"That's interesting. Well, the further details on this particular method to stop the caterpillars"
00:03:47,00:03:52,"from eating them is the plant, the tomato plants release chemicals called methyl jasmine it."
00:03:52,00:03:59,And the idea is that it makes the plant taste so disgusting that they would rather eat each other
00:03:59,00:04:01,than continue to eat the plant itself.
00:04:01,00:04:07,And what's amazing on top of that is different plants smell that smell and release their own plant
00:04:07,00:04:08,smell that stops caterpillars.
00:04:08,00:04:11,"So that's why they end up eating each other, not just another plant."
00:04:11,00:04:12,Because it does seem illogical.
00:04:12,00:04:16,"If I'm eating, if I'm, I've got dinner and I'm eating peas, and I think I don't like peas,"
00:04:16,00:04:19,"I don't instinctively think, okay, I'll eat the person sitting next to me."
00:04:19,00:04:21,Imagine like the trip advisor reviews.
00:04:21,00:04:24,The Gazpatia was so bad I ate my own friends.
00:04:24,00:04:29,"Yeah, wow, isn't it?"
00:04:29,00:04:32,"This is, yeah, John Orrick, who's an evolutionary ecologist in Wisconsin,"
00:04:32,00:04:37,said basically the plant rearranges the menu for the caterpillar to make the other caterpillars
00:04:37,00:04:38,the optimal choice.
00:04:38,00:04:43,So truly amazing fact and would have made the very hungry caterpillar a much more interesting
00:04:43,00:04:46,"book actually, although maybe not as child appropriate."
00:04:46,00:04:53,I had a great one from Haley Abramson and she is a biomedical engineer.
00:04:53,00:04:54,So she knows what she's talking about.
