start_hhmmss,end_hhmmss,text
00:00:00,00:00:17,"Hey everyone, welcome to another episode of Little Fish."
00:00:17,00:00:21,This is the show where we put down our four favorite facts on the last seven days and
00:00:21,00:00:27,"we go through the podcast at qi.com, email inbox and cherry pick the best facts that you,"
00:00:27,00:00:32,"the listener, have sent in. We get amazing facts every week. So if you do think of one,"
00:00:32,00:00:36,"please send them in. And also if you want to be part of our club, club fish at the highest"
00:00:36,00:00:40,"tier, you'll be getting something very special as everyone does at the end of this episode,"
00:00:40,00:00:46,which is we hand out a fact for you to be the custodian of from the 12 years of our archive.
00:00:46,00:00:51,"So when we get into it, why don't we get some facts who wants to go first? Here's one"
00:00:51,00:00:58,that's from dominant cult check and it's on our favorite subject at the moment. We're putting
00:00:58,00:01:04,"together a book as you guys know of things that you think are named for one reason, but they're"
00:01:04,00:01:08,actually named for a different reason. That's my second favorite subjects. Number one being
00:01:08,00:01:13,"people who paint things on the top of the res. But yes, go on. You know what? Like genuinely,"
00:01:13,00:01:17,"when I'm doing my research for the main show now, I'm spider myself looking for these people."
00:01:17,00:01:24,"I know. I know. They're so hard to find. Well, we need a book. They've been flooding into the inbox."
00:01:24,00:01:27,We do some of them on Drops of Line and we're going to do I think probably keep doing some of them
00:01:27,00:01:34,"here and become a little fit in joke. Anyway, Domain writes, the online poker boom that became huge"
00:01:34,00:01:41,"in the early 2000s was caused by the moneymaker effect. Oh, obviously. Moneymaker. Don't give it"
00:01:41,00:01:51,away my punch line. It was named after 2003 poker champion Christopher moneymaker. Who was an
00:01:51,00:02:02,"amateur who won the World Series of Poker. In 2000. Oh, gosh, I don't know. Like 2005. 2003."
00:02:02,00:02:08,And the moneymaker effect was basically poker going mainstream. And obviously most of the people
00:02:08,00:02:13,who got into it will have lost huge amounts of money by now. But how's Chris moneymaker doing?
00:02:13,00:02:17,"Well, he won the World Series of Poker, which I think is that does set you up reasonably well."
00:02:17,00:02:21,"You would see him on like, you know, when in those days, you would have like quite a lot of TV"
00:02:21,00:02:27,"poker games and he'd kind of rock up on those. But here's a good poker player. Of course, he was."
00:02:27,00:02:31,"He won the World Series of Poker, but like the people who came after him were quite a lot better,"
00:02:31,00:02:36,I think. I think. Are you familiar with the poker player Daniel Shriver?
00:02:36,00:02:45,"No, I'm not actually. He's who like owns the Daniel Shriver without qualification on Wikipedia."
00:02:45,00:02:52,"Daniel Shriver is not you. I thought you were saying I play poker. Oh, no, I played it once and I won,"
00:02:52,00:02:58,and then I lost everything. I was shocked. I was absolutely decimated. Yeah. Was it that Daniel
00:02:58,00:03:05,"Shriver convention? It was. I shouldn't have sat down with that guy. Great. All right, James,"
00:03:05,00:03:09,"you're trusting. Yeah, sorry for walking all over your place. No, that'd be tough. But yeah,"
00:03:09,00:03:12,"I was really into poker back in the day. I remember. Yeah, it was how I met my wife."
00:03:12,00:03:18,"Yes. And you won a fair and square. Exactly. She's called Daniel Shriver, isn't she?"
00:03:18,00:03:26,"Very confusing. Your work life and home life. Okay, this fact is from Kev Osman and Kev said,"
00:03:26,00:03:31,"that he was reading about the Winter Olympics held in Cortina or they were, they've just finished"
00:03:31,00:03:37,in Northern Italy. And that was the old name of a Ford car. So he decided to write a quiz
00:03:37,00:03:43,"on where cars get their name from. Okay. And when he was doing that, he found that all Lamborghini"
00:03:43,00:03:51,car models except one are named for something related to bullfighting. Can you name a single?
00:03:51,00:03:58,"Matador. No, no, not a single bullfighting term, a single Lamborghini car. Do you know what?"
00:03:58,00:04:03,"Lamborghini is so rare and expensive that I just see, oh, it's a Lamborghini. I would never say,"
00:04:03,00:04:07,"I will be able to say, oh, look, there's a Scoda N-Yac, whatever. I must have my only new one."
00:04:07,00:04:14,"It's Lamborghini Diablo. Diablo is a famous fighting bull. I love it. Temerario, Revuelto,"
00:04:14,00:04:23,"Islero, Oracho, Oraco. All these words I never really heard of. Those are one called the Lamborghini"
00:04:23,00:04:29,"Carama, which is the area of Spain where fighting bulls are bred, and a few are the ones. And the only"
00:04:29,00:04:37,exception is the Countach. Okay. Lamborghini Countach. And Lamborghini Countach comes from a Piave
00:04:37,00:04:46,Monties dialect exclamation of astonishment. And it basically means holy shit. And apparently the
00:04:46,00:04:52,owner of Lamborghini saw this car's amazing design for the first time and went holy shit. And then
00:04:52,00:05:01,"they went, we should call it that. And literally, Countach in Piave Mont means plague. So you know in"
