start_hhmmss,end_hhmmss,text
00:00:00,00:00:02,(upbeat music)
00:00:02,00:00:03,"- Hi everybody, Andy and Dan here."
00:00:03,00:00:05,Welcome to this episode of No Such Things As A Fish.
00:00:05,00:00:07,We've got a very exciting guest today.
00:00:07,00:00:08,- We do.
00:00:08,00:00:10,We have the brilliant Deliso Chaponda.
00:00:10,00:00:13,"Deliso, some of you will know from being a finalist"
00:00:13,00:00:15,on Britain's Got Talent a few years ago.
00:00:15,00:00:17,He's an amazingly funny standup comedian.
00:00:17,00:00:19,And we were very excited that he was gonna join us
00:00:19,00:00:21,on the show 'cause he's a big old nerd.
00:00:21,00:00:23,He's written a sci-fi set of short stories
00:00:23,00:00:26,"that you can buy on Amazon and other online stores,"
00:00:26,00:00:28,but he's going on tour as well.
00:00:28,00:00:29,- He certainly is.
00:00:29,00:00:31,His show is called Topical Storm.
00:00:31,00:00:33,"You see, 'cause it's about the devolved news"
00:00:33,00:00:34,and it's about the news.
00:00:34,00:00:36,"- So that's a good title, that's what you're saying."
00:00:36,00:00:37,- It's a really good title.
00:00:37,00:00:38,And it's a really good tour
00:00:38,00:00:40,and he's going all over the place with it.
00:00:40,00:00:41,Where's he going?
00:00:41,00:00:44,"Let's see, he's doctored on T, he's Chipping Norton, London."
00:00:44,00:00:47,- And various other places of roughly the same size.
00:00:47,00:00:49,"- Yeah, and it's happening now."
00:00:49,00:00:50,He's on tour right now.
00:00:50,00:00:51,- He certainly is.
00:00:51,00:00:51,"- So do get your tickets,"
00:00:51,00:00:52,'cause you don't wanna miss out on it.
00:00:52,00:00:53,He's absolutely brilliant.
00:00:53,00:00:56,His website is delisochuponda.com.
00:00:56,00:00:57,"Now, you're probably also thinking,"
00:00:57,00:00:58,"God, be great to see deliso,"
00:00:58,00:01:00,"but dammit, we'd love to see fish live as well,"
00:01:00,00:01:01,but you're not doing any shows.
00:01:01,00:01:02,- Absolutely.
00:01:02,00:01:04,And what about a live show involving Anna?
00:01:04,00:01:05,- Who?
00:01:05,00:01:07,"- Anna Tajinsky, when she's back very soon."
00:01:07,00:01:09,"Well, have we got a surprise for you?"
00:01:09,00:01:12,We're gonna be doing a live show this August
00:01:12,00:01:15,"in Lund, at the Lund Comedy Festival in Sweden."
00:01:15,00:01:16,"- Yeah, that's right."
00:01:16,00:01:17,We're really excited for it.
00:01:17,00:01:19,It's gonna be a live show recording.
00:01:19,00:01:22,"If you have spare dodge to buy a plane ticket,"
00:01:22,00:01:24,why didn't you come from the UK as well?
00:01:24,00:01:25,'Cause it's gonna be a great night
00:01:25,00:01:28,and it's the live return of Anna Tajinsky to the stage.
00:01:28,00:01:30,Tickets are on sale now.
00:01:30,00:01:33,You just need to go to nosuchthingasaffish.com/lund.
00:01:33,00:01:37,"- That's right, Saturday the 29th of August at 7pm."
00:01:37,00:01:39,Come and see our impression of the Swedish chef.
00:01:39,00:01:40,Live.
00:01:40,00:01:41,Oh dear.
00:01:41,00:01:42,(laughs)
00:01:42,00:01:43,"All right, yeah."
00:01:43,00:01:45,Watch us be booted out in the country.
00:01:45,00:01:46,"Anyway, on with the show."
00:01:46,00:01:47,- On with the podcast.
00:01:47,00:01:50,(upbeat music)
00:01:51,00:01:53,(funky music)
00:01:53,00:02:05,- Hello and welcome to another episode
00:02:05,00:02:08,"of No Such Thingasaffish, a weekly podcast"
00:02:08,00:02:11,coming to you from the QI offices in Hobern.
00:02:11,00:02:12,My name is Dan Schreiber.
00:02:12,00:02:15,"I am sitting here with James Harkin, Andrew Hunter Murray,"
00:02:15,00:02:16,and Deliso Chapponda.
00:02:16,00:02:19,"And once again, we have gathered around the microphones"
00:02:19,00:02:22,with our four favorite facts from the last seven days
00:02:22,00:02:25,"and in a particular order, here we go."
00:02:25,00:02:28,"Starting with fact number one, that is Deliso."
00:02:28,00:02:32,"- So my fact is in 1981, more than 1 million"
00:02:32,00:02:36,bibles were smuggled into China by water.
00:02:36,00:02:38,- In one go.
00:02:38,00:02:39,- In one go?
00:02:39,00:02:40,- No. - No.
00:02:40,00:02:42,"- 'Cause normally you smuggle things, you know,"
00:02:42,00:02:43,bit by bits.
00:02:43,00:02:47,"- No, also usually you're smuggling cocaine"
00:02:47,00:02:52,"or raisins, but bibles, that's what I love most about it."
00:02:52,00:02:55,"- The way they smuggled it, it didn't go in the bum."
00:02:55,00:02:57,- It didn't go in that way.
00:02:57,00:03:00,"You'd have to have very small bibles, if you could."
00:03:00,00:03:03,"- Yeah, there would have been major theological chats"
00:03:03,00:03:07,about what that implied if you did that.
00:03:07,00:03:08,"- You could do it nowadays though,"
00:03:08,00:03:10,because now the USB sticks.
00:03:10,00:03:11,- Absolutely.
00:03:11,00:03:12,- In each bible.
00:03:12,00:03:14,"- Yeah, but when I put the USB stick in my bum,"
00:03:14,00:03:16,I always put it the wrong way around.
00:03:16,00:03:18,That's what I'll end then.
00:03:18,00:03:19,- Very strong.
00:03:19,00:03:24,"- But no, so they submerge tons of bibles."
00:03:24,00:03:26,"Literally, I'm not using the metaphor tons."
00:03:26,00:03:29,"It was they weighed tons of bibles,"
00:03:29,00:03:32,and then they submerge them underneath a boat
00:03:32,00:03:34,which was called Michael.
00:03:34,00:03:39,Which I think is honestly the least sexy sounding name
00:03:39,00:03:42,for your clandestine.
00:03:42,00:03:44,"- And in fact, Delisa, you say tons."
00:03:44,00:03:47,There's 139 tons in weight.
00:03:47,00:03:48,- 139 tons in weight.
00:03:48,00:03:48,- I know.
00:03:48,00:03:50,"I believe there were small bibles,"
00:03:50,00:03:52,"as in they weren't the huge, big desk ones,"
00:03:52,00:03:54,"'cause obviously when you are smuggling size matters,"
00:03:54,00:03:58,but this is because Christianity was suppressed at the time.
00:03:58,00:03:59,- Yes.
00:03:59,00:04:00,- That's right.
00:04:00,00:04:02,- And owning a bible was in the fence at the time.
00:04:02,00:04:05,"- They were a few bibles, but it was being repressed,"
00:04:05,00:04:07,"and so they weren't a lot of,"
00:04:07,00:04:09,"it was after the cultural revolution,"
00:04:09,00:04:13,and religion is the opiate of the masses.
00:04:13,00:04:17,- It's very vague exactly what the penalty would be
00:04:17,00:04:18,"if you had it, but there were no bibles,"
00:04:18,00:04:19,so they have to sneak them out.
00:04:19,00:04:20,"- Well, people go to jail."
00:04:20,00:04:22,You still get people who are going to jail
00:04:22,00:04:24,"and being released back to,"
00:04:24,00:04:26,"so they're being smuggled over from Hong Kong and so on,"
00:04:26,00:04:29,and so they'll be sent back after a few years in jail.
00:04:29,00:04:30,So you will get jail time.
00:04:30,00:04:32,"It kind of depends on the moment,"
00:04:32,00:04:34,but this was a huge operation.
00:04:34,00:04:38,"This was Open Doors, which is a smuggling industry."
00:04:38,00:04:40,This extraordinary thing that was started by one man
00:04:40,00:04:44,"called Andrew Vanderbile, who used to smuggle"
00:04:44,00:04:46,"all of these bibles into different countries,"
00:04:46,00:04:47,and then this was the ultimate project.
00:04:47,00:04:49,How do we get all of these bibles into China?
00:04:49,00:04:52,- Can you tell me more about exactly how it works?
00:04:52,00:04:54,"So did they put it underwater and drag it along,"
00:04:54,00:04:56,"or what, in a submarine or?"
00:04:56,00:05:01,"- Well, so they built a special barge in the city of Shan two,"
00:05:01,00:05:04,which was designed to sink.
00:05:04,00:05:07,So you do get submersible ships.
00:05:07,00:05:08,"- Yes, right."
00:05:08,00:05:09,"- We've talked before about when you need to give it,"
00:05:09,00:05:12,"let's say you've got an oil carrier that's broken or something,"
00:05:12,00:05:16,"you can get special ships which approach sink beneath,"
00:05:16,00:05:18,sink underneath and then lift up again.
00:05:18,00:05:19,They're fantastic.
00:05:19,00:05:21,And this was a similar principle.
00:05:21,00:05:24,"And the bibles were all in watertight packaging, obviously."
00:05:24,00:05:25,"- Yes, and I ranked on them."
00:05:25,00:05:28,- And I'm fairly confident there were loads of believers
00:05:28,00:05:32,"who were on the beaches and waded in,"
00:05:32,00:05:35,"submersed up to their necks,"
00:05:35,00:05:38,retrieving these tons of bibles and carrying them off.
00:05:38,00:05:42,"But also, some were believers and others were businessmen"
00:05:42,00:05:45,because there was a scarcity of bibles.
00:05:45,00:05:46,Bibles were very expensive.
00:05:46,00:05:48,So there were other people who were in it
00:05:48,00:05:50,because you could sell them to Christian.
00:05:50,00:05:52,- That doesn't sound very Catholic.
00:05:52,00:05:55,- And it sort of went wrong on the night.
00:05:55,00:05:58,A lot of the authorities saw what they were doing
00:05:58,00:06:01,and were arresting people and a bunch of the bibles
00:06:01,00:06:02,swept away into the ocean.
00:06:02,00:06:04,"So they thought, okay, that's it."
00:06:04,00:06:06,"But then fishermen, this is the story."
00:06:06,00:06:08,There's so many weird stories about this.
00:06:08,00:06:11,One of the stories goes that fishermen saw on the surface
00:06:11,00:06:14,these bibles gleaming like fish that they brought them in.
00:06:14,00:06:16,"And then they realized, oh, we've got all these bibles"
00:06:16,00:06:17,'cause they were watertight.
00:06:17,00:06:20,"So yeah, so the bibles found a way."
00:06:20,00:06:21,"- And then even we was like,"
00:06:21,00:06:24,some of the authorities grabbed bibles
00:06:24,00:06:26,and they flung them into like sewage.
00:06:26,00:06:30,And then believers climbed in right afterwards
00:06:30,00:06:31,and retrieved them.
00:06:31,00:06:33,- How interesting.
00:06:33,00:06:37,"And this guy, so he's called Andrew van der Beil."
