start_hhmmss,end_hhmmss,text
00:00:00,00:00:03,[Music]
00:00:03,00:00:08,"Hi everyone, welcome to this episode of Notice Things A Fish, which we recorded live at the Royal"
00:00:08,00:00:15,"Institution in London. The venerable, venerable place where so many great scientists have been"
00:00:15,00:00:20,"over the years and now us. Although there was a great scientist there with us, we had a guest and"
00:00:20,00:00:26,"that was Professor Alice Roberts. Now if you follow science in Britain, if you follow science"
00:00:26,00:00:32,"communication, if you follow science on TV, you'll know all about Alice Roberts as she's absolutely"
00:00:32,00:00:36,"brilliant. We had such a good time doing the show with her and she does have a new book out,"
00:00:36,00:00:42,actually. It's called Domination and it is all about the fall of the Roman Empire and the growth
00:00:42,00:00:47,"of Christianity, absolutely brilliant book, as all of Alice's books are. And if you want to learn"
00:00:47,00:00:54,"more about her, then you can go to Alice-Hyphen-robots.co.uk and everything about her will be there."
00:00:54,00:00:59,I should just quickly add that we do have a special secret members club called Club Fish where
00:00:59,00:01:04,"there's lots of extra stuff. If you feel like you haven't got your fix of fish at the moment,"
00:01:04,00:01:10,"loads of extra stuff on tears there. There's an excel version of this show and every show,"
00:01:10,00:01:14,"if you think that I do a terrible job editing the show and I need to be making it much, much"
00:01:14,00:01:20,"longer than there is the place to go for that. But yeah, there's loads of stuff there. So go to"
00:01:20,00:01:25,patreon.com/nosusexafish if you would like to join. But really hope you enjoy this. We had such a great
00:01:25,00:01:31,time at the Royal Institution. I can't tell you how exciting it was to be there. I think it does come
00:01:31,00:01:36,"through in the show itself. Anyway, happy new year and on with the podcast!"
00:01:36,00:01:59,"Hello and welcome to another episode of no such thing as a fish, a weekly podcast this week coming"
00:01:59,00:02:12,to you live from the Royal Institution. My name is Dan Schreiber. I am sitting here with James
00:02:12,00:02:19,"Tarkin, Andrew Huntamari and Professor Alice Roberts. And once again, we have gathered around the"
00:02:19,00:02:25,"microphones with our four favorite facts from the last seven days and in a particular order,"
00:02:25,00:02:31,"here we go, starting with fact number one and that is James. Okay, my fact this week is that the first"
00:02:31,00:02:41,person to travel into the stratosphere did so with a pillow on his head. So for people at home who
00:02:41,00:02:48,"can't see the image, this is two gentlemen and they have like a basket, a wicker basket and underneath"
00:02:48,00:02:57,is the pillow and this was a trip by Auguste Picard and he wanted to work out some things about Cosmic
00:02:57,00:03:03,Rays which he might go into later but they Germans were he was setting off from didn't want him to go
00:03:03,00:03:08,up there. They tried to ban his assent but he was Swiss so he managed to get someone in Switzerland to
00:03:08,00:03:13,say no you're allowed to do it. But the Germans wouldn't have it and they said well okay you can go
00:03:13,00:03:19,up but you must wear helmets. They didn't have any helmets to hand so they cobbled some together.
00:03:19,00:03:27,And it's important to wear a helmet completely but also he was going eight or nine miles
00:03:27,00:03:31,up and if it didn't work out a helmet is not going to be the thing that does or doesn't make the
00:03:31,00:03:36,"difference. No, I would think no. Again if there are any astronauts listening to keep your helmet on"
00:03:36,00:03:42,yeah take my word for it you know. It's not like he wasn't wearing a helmet with like an oxygen
00:03:42,00:03:47,mask in there or anything like that right. It was literally just to cover his bones. Yeah. Did he
00:03:47,00:03:53,have a parachute? I do not think they did. Oh no. That would be more useful. Yeah no absolutely. When
00:03:53,00:03:58,did we invent the parachute? Was it invented in 1931? The guy who invented the modern parachute
00:03:58,00:04:05,because like Leonardo da Vinci had pictures of parachutes in his in his drawings right. Yeah. But the
00:04:05,00:04:13,modern parachute was invented in 1913 by a guy called Everad Calthrop and he offered it to the royal
00:04:13,00:04:18,flying car because this was during the or was it during the war just before the war. So in 1915
00:04:18,00:04:25,he offered it to the flying car and they said they didn't want to give them to the pilots because
00:04:25,00:04:30,it might impair the fighting spirit of the pilots. I think right. And they thought if they've got
00:04:30,00:04:37,parachutes then they'll just jump out. Yes. Yes. I always say if I'm going to be a racer just get rid
00:04:37,00:04:44,of the brakes. I will only encourage me to slow down my motor car. Do you know this has to be the
00:04:44,00:04:49,most accident Mr. Bean prone experiment I think I've ever read about. It's remarkable isn't it? It
00:04:49,00:04:55,is. Have you ever heard about this trip? This first trip to the stratosphere else with August Picard?
00:04:55,00:04:59,No. What happened? Well basically we'll get into what they were kind of trying to do which is
00:04:59,00:05:03,were they were trying to help Albert Einstein prove the theory of relativity and they thought we
00:05:03,00:05:09,can do that by heading up to the highest spot on earth. So Picard who everyone if you want a picture
00:05:09,00:05:14,what he's looking what he looks like at home picture professor calculus from the Tin Tin books because
00:05:14,00:05:20,because that's who it was based on. Yeah. Calculus was based on August Picard. He was this
00:05:20,00:05:27,eccentric but brilliant scientist and he's actually taller than calculuses in the Tin Tin
00:05:27,00:05:32,books. He's six foot six and Hershey had to make him smaller so he'd fit in the frames. Come on.
00:05:32,00:05:41,Yeah. That's just drawn him further away. Yeah. He's wonderful. Yeah. Picard. I just everything about him
00:05:41,00:05:45,sounds sort of wonderful. He never went anywhere without a slide rule and two wristwatches.
00:05:45,00:05:53,He decorated his home with prisms so he would be great to watch his. What one for what I don't need to
00:05:53,00:05:59,you know I mean one for what you know one for the time here and one for the time up up there.
00:05:59,00:06:04,You know what the reason I asked you is because I knew the answer and I thought you might do as well
00:06:04,00:06:08,no absolutely no but the reason he did is because he knew that if they didn't match then at least one
00:06:08,00:06:18,of them was wrong. Clever. Very clever. Clever. But this trip they made up they didn't a couple of
00:06:18,00:06:24,people had tried to get into the stratosphere before I think in planes and how high did you have to go?
00:06:24,00:06:30,I think it's about it's at least seven and a half miles so the air is pretty thin and pretty cold
00:06:30,00:06:37,and a couple of people had tried in planes and not done terribly well. Picard's innovation was a sealed
00:06:37,00:06:43,what do you call the sealed gondola with walls of aluminium that were I think three and a half
00:06:43,00:06:50,millimeters thick so it's quite fragile this thing carrying them up and above him and his assistant
00:06:50,00:06:59,Kipfer Paul Kipfer I believe a huge balloon filled with hydrogen and that expands and it carries him
00:06:59,00:07:03,up and it expands in the light of the sun and it carried them up and up and up and up and up and up
