start_hhmmss,end_hhmmss,text
00:00:00,00:00:13,[music]
00:00:13,00:00:16,"Hi everybody, welcome to Little Fish."
00:00:16,00:00:19,This is our weekly audience facto.
00:00:19,00:00:22,We've done all of our facts. We've run out.
00:00:22,00:00:26,"And while we wait and think of some more, you've sent some in to podcast.ky.com."
00:00:26,00:00:29,My name's Andrew Hunter Murray. I'm here with James Harkin and Dan Schreiber.
00:00:29,00:00:31,Let's get into it. Who's got an audience fact?
00:00:31,00:00:35,"Joy, open with one. Here we go. This is from Stephen Corcoran."
00:00:35,00:00:40,And his fact is China defends its border partly with geese.
00:00:40,00:00:41,Okay. That's good.
00:00:41,00:00:43,"Yeah, so this is a pandemic thing."
00:00:43,00:00:47,"China's border with Vietnam, they were worried that people would"
00:00:47,00:00:50,COVID were going to come in through the border illegally.
00:00:50,00:00:57,"And so they hired a gaggle of geese, 500 of them to stand guard and honk and bite at anyone"
00:00:57,00:00:59,"who was coming through. Right, they are teeth."
00:00:59,00:01:02,"Well, they've probably got a strong snake on them though."
00:01:02,00:01:03,"Yeah, exactly."
00:01:03,00:01:05,The Romans used guard geese.
00:01:05,00:01:07,"Well, this is the thing, guard geese."
00:01:07,00:01:11,They're apparently way more efficient than most animals that we would use like a guard dog.
00:01:11,00:01:14,Police often use them in their stations.
00:01:14,00:01:16,"No, they do. They do."
00:01:16,00:01:20,There's been examples in Brazil where they have used them in place of dogs
00:01:20,00:01:22,because they have incredible eyesight.
00:01:22,00:01:23,They have incredible hearing.
00:01:23,00:01:25,They're extraordinarily territorial.
00:01:25,00:01:29,"Therefore, if a stranger comes in, they immediately sound the alarm."
00:01:29,00:01:32,"Unlike a dog who might, you know, if you're a burglar and you come in with a big old steak"
00:01:32,00:01:34,"and you throw the steak, they get distracted with it."
00:01:34,00:01:36,"Right, you know, the classic way of-"
00:01:36,00:01:38,"Yeah, well, if you throw a golden egg or something,"
00:01:38,00:01:40,or something that distracts a goose.
00:01:40,00:01:41,That's true.
00:01:41,00:01:45,"Well, that's the thing because there's a question of how come then they don't sound the alarm"
00:01:45,00:01:46,if a police officer comes in.
00:01:46,00:01:49,"They say, well, they recognize the outfits and they see them."
00:01:49,00:01:50,All the police dresses geese.
00:01:50,00:01:51,"Yeah, yes."
00:01:53,00:01:57,"But that's the thing, if you're going to rob a police station, which is bullseye anyway."
00:01:57,00:01:59,"Yeah, they don't keep large amounts of cash at their normally."
00:01:59,00:02:03,"No, but they do keep a lot of confiscated items that they've taken."
00:02:03,00:02:06,So someone tried to break into repossess their motorbike that was in there.
00:02:06,00:02:09,"So dresses are police officers, though, and you'll get partially used."
00:02:09,00:02:11,"Yeah, so can they recognize the police, though?"
00:02:11,00:02:12,That's supposedly what they can do.
00:02:12,00:02:13,Geese police.
00:02:13,00:02:17,Have they ever been used in warfare?
00:02:17,00:02:18,Geese.
00:02:18,00:02:19,"Oh, great. That's a good question."
00:02:19,00:02:21,I imagine they have as guards.
00:02:21,00:02:25,"We did a question on QI, which is what uses a goose for the G-series."
00:02:25,00:02:28,And I remember we talked about the guard geese.
00:02:28,00:02:32,And also that Rabalais said you could wipe your bum with a goose's neck.
00:02:32,00:02:32,Of course.
00:02:32,00:02:34,"Well, that's brilliant."
00:02:34,00:02:35,"Okay, shall I do one?"
00:02:35,00:02:36,"Yeah, yeah."
00:02:36,00:02:38,This is from Jeff Kennedy.
00:02:38,00:02:42,"And Jeff says that in the 1896 Kentucky Derby horse race,"
00:02:42,00:02:44,the winner came in seventh place.
00:02:44,00:02:45,Riddle me there.
00:02:45,00:02:47,Okay.
00:02:47,00:02:54,So it has to be a post-match six to squalifications for six deaths.
00:02:54,00:02:57,Six horses died after the race.
00:02:57,00:02:58,"Yeah, but that doesn't win."
00:02:58,00:03:01,They don't they don't take an Olympian's gold medal back
00:03:01,00:03:03,if they've died years later.
00:03:03,00:03:04,"Well, he's gone now."
00:03:04,00:03:05,Who's he's raining?
00:03:05,00:03:06,You have now first.
00:03:06,00:03:08,"Okay, yeah."
00:03:08,00:03:10,"The world's oldest lady, Junk Almond,"
00:03:10,00:03:13,actually had all of the Olympic medals from 1896.
00:03:13,00:03:16,That's by the end.
00:03:16,00:03:20,"Okay, well done to the best qualifications."
00:03:20,00:03:22,"Yeah, they must have been on, you know, dope."
00:03:22,00:03:25,"I'm afraid, doaps, you are wrong."
00:03:25,00:03:30,The answer is the winner was the name of the horse.
00:03:30,00:03:32,The winner was the name.
00:03:32,00:03:33,He was called the winner.
00:03:33,00:03:35,And he came seven.
00:03:35,00:03:42,"Anyway, so I've read through every single competitor in every single Kentucky Derby"
00:03:42,00:03:44,since they began in the mid-19th century.
00:03:44,00:03:45,Wonderful.
00:03:45,00:03:50,And the 17th place horse in the 2016 Kentucky Derby was Oscar-nominated.
00:03:50,00:03:51,It's not the name.
00:03:51,00:03:56,The winner in 1999 was charismatic.
00:03:56,00:03:59,Six place in 1914 was surprising.
00:03:59,00:04:02,Surprising was the name of the horse.
00:04:02,00:04:04,The ninth place horse in 2021 was highly motivated.
00:04:04,00:04:06,And the fifth place--
00:04:06,00:04:07,That doesn't sound like it.
00:04:07,00:04:11,And the fifth place horse in 1971 was unconscious.
00:04:11,00:04:17,Wild horses came last in the Kentucky Derby in 2002.
00:04:17,00:04:20,And once again came third in 1889.
00:04:20,00:04:21,And once again is the name of the horse.
00:04:21,00:04:24,Don't get mad.
00:04:24,00:04:28,Was the name of the horse that came forth in 2005?
00:04:28,00:04:31,"Oh my god, you've invented your own who's on first sketch."
00:04:31,00:04:33,I'm a wilder crazy guy.
00:04:33,00:04:35,Came forth in 2007.
00:04:35,00:04:37,"James, this is your palladium show."
00:04:37,00:04:39,You have to tour the country with this.
