start_hhmmss,end_hhmmss,text
00:00:00,00:00:02,"- Hey everyone, just before we start the show,"
00:00:02,00:00:04,we've got a couple of exciting things to announce
00:00:04,00:00:07,for July to fill up your July calendar.
00:00:07,00:00:10,One is that we're doing a whole bunch of live shows.
00:00:10,00:00:13,"Yeah, time to get back on the stage."
00:00:13,00:00:16,"And they're gonna be at the Royal Institution,"
00:00:16,00:00:18,which is such an exciting venue.
00:00:18,00:00:20,"- Yeah, we've played there once before,"
00:00:20,00:00:22,but we were missing an essential ingredient.
00:00:22,00:00:25,And this time we're getting that ingredient four times over.
00:00:25,00:00:26,It's Anna Toshinsky.
00:00:26,00:00:29,It's gonna be the four of us on stage for the first time
00:00:29,00:00:30,in a very long time.
00:00:30,00:00:32,"And if you wanna come, tickets are available."
00:00:32,00:00:33,They are going quick.
00:00:33,00:00:35,I think a few of them are nearly sold out.
00:00:35,00:00:39,"So if you had to know such thing as a fish.com/live,"
00:00:39,00:00:40,you can get tickets there.
00:00:40,00:00:43,"This is obviously in London, the Royal Institution."
00:00:43,00:00:45,"But if you live overseas, good news."
00:00:45,00:00:48,We're live streaming the first show on the 21st of July.
00:00:48,00:00:50,So you can sit in the comforts of your home
00:00:50,00:00:54,and tune in to a room that is one of the headquarters
00:00:54,00:00:55,of science knowledge.
00:00:55,00:00:57,It's an amazing place.
00:00:57,00:00:58,- It really is.
00:00:58,00:01:00,"So do that now, book for all four shows."
00:01:00,00:01:01,Why not?
00:01:01,00:01:02,They'll be different.
00:01:02,00:01:05,"And also earlier on in July to fill up your time,"
00:01:05,00:01:08,"we are doing a quiz, a live quiz"
00:01:08,00:01:12,that you can participate in on the 8th of July at 7pm.
00:01:12,00:01:13,- That's right.
00:01:13,00:01:14,"And we've done these quizzes before,"
00:01:14,00:01:17,but they were missing an essential ingredient.
00:01:17,00:01:18,"At this time, we have it."
00:01:18,00:01:19,It's Anna Toshinsky.
00:01:19,00:01:21,She's gonna be joining us.
00:01:21,00:01:24,"If you have not joined one of the fish quizzes before,"
00:01:24,00:01:26,it is an absolute couple of hours of chaos
00:01:26,00:01:28,that you will love if you love our show.
00:01:28,00:01:31,"And in order to get to be a part of it,"
00:01:31,00:01:34,all you need to do is join Club Fish at the highest tier.
00:01:34,00:01:37,"So if you go to patreon.com/clubfish,"
00:01:37,00:01:40,you will find friend of the podcast as a tier option.
00:01:40,00:01:44,Join that and you can join us 8th of July at 7pm.
00:01:44,00:01:46,And it goes on for an hour and a half or so
00:01:46,00:01:48,and it is absolute chaos.
00:01:48,00:01:50,"- Okay, that's all from us."
00:01:50,00:01:55,"Me, the essential ingredient and Dan, just Dan."
00:01:55,00:01:58,"- Okay, enjoy this week's episode on with the podcast."
00:01:58,00:01:59,- On with the show.
