start_hhmmss,end_hhmmss,text
00:00:00,00:00:02,(upbeat music)
00:00:02,00:00:03,"- Hi there, Dan and Andy here."
00:00:03,00:00:06,Just a little announcement before we start this week's show.
00:00:06,00:00:10,"Uh, we have reached the point where next week,"
00:00:10,00:00:12,Anna Tajinsky will return.
00:00:12,00:00:14,This is very exciting.
00:00:14,00:00:15,She's back.
00:00:15,00:00:17,"Yeah, she's back, baby."
00:00:17,00:00:19,And we've had an amazing run of guests.
00:00:19,00:00:23,"It's been so fun, but there's no one we love more than Anna."
00:00:23,00:00:25,So it's very exciting that she's gonna be back.
00:00:25,00:00:26,So put it in your calendars.
00:00:26,00:00:30,"However, we've got a very exciting final guest episode"
00:00:30,00:00:32,to go out with before the return of Anna
00:00:32,00:00:34,and that is with a fellow QIL.
00:00:34,00:00:36,"Yes, you may remember Manu Onreo."
00:00:36,00:00:39,"She has been on Ask the Elf, our little bonus show"
00:00:39,00:00:43,and Manu as well as being one of the writers of QIL
00:00:43,00:00:46,"is on the podcast Lunchbox MV,"
00:00:46,00:00:48,which of course is also made by QIL Productions.
00:00:48,00:00:51,"Lunchbox MV is a show all about food,"
00:00:51,00:00:54,"food from around the world, food related paraphernalia."
00:00:54,00:00:57,"It is the food show, it's Manu, it's Jack Chambers,"
00:00:57,00:00:59,another Elf who you will have heard on Fish
00:00:59,00:01:02,"and Fish Product to the Past and Rosie McKean,"
00:01:02,00:01:04,the Pastor Queen.
00:01:04,00:01:05,"Oh, yes, yeah."
00:01:05,00:01:07,"And so, as Andy says, Lunchbox MV,"
00:01:07,00:01:09,they each come to the table each episode
00:01:09,00:01:12,with their Lunchbox and each episode takes on a theme
00:01:12,00:01:14,and they kind of blow your mind
00:01:14,00:01:15,with all sorts of interesting takes
00:01:15,00:01:17,on the history of that food and so on.
00:01:17,00:01:19,"So there's about 65 episodes out there now,"
00:01:19,00:01:22,everything from the episode called Asparagus
00:01:22,00:01:25,"through to mangoes, through to food art."
00:01:25,00:01:26,What are these all about?
00:01:26,00:01:28,You have to listen to find out.
00:01:28,00:01:30,That's right.
00:01:30,00:01:32,"So if you enjoy Manu's appearance on Fish Today,"
00:01:32,00:01:35,"we're short, you will enjoy Lunchbox MV, check it out."
00:01:35,00:01:37,Check it out now and one last thing
00:01:37,00:01:39,"before we leap into this week's episode is to say,"
00:01:39,00:01:43,"hey, do you like listening to us four dorks talk every week"
00:01:43,00:01:44,and you want more?
00:01:44,00:01:45,Yeah.
00:01:45,00:01:47,Why not become a member of the secret private members club?
00:01:47,00:01:49,The one where we put up bonus episodes
00:01:49,00:01:52,"where we have video, where we have online quizzes."
00:01:52,00:01:55,It's a magical place and it's called Club Fish.
00:01:55,00:01:58,"That's right, just go to patreon.com/clubfish today"
00:01:58,00:02:01,and check it out and join us.
00:02:01,00:02:02,- Join us. - Okay.
00:02:02,00:02:04,"But for now, enjoy Fish, enjoy Manu"
00:02:04,00:02:06,and enjoy some seaweed.
00:02:06,00:02:08,"Okay, on with the show."
00:02:08,00:02:10,As a little teaser there.
00:02:10,00:02:11,Really good.
00:02:11,00:02:12,I feel teased.
00:02:12,00:02:18,(soft music)
00:02:18,00:02:22,(speaking in foreign language)
00:02:22,00:02:31,Hello and welcome to another episode
00:02:31,00:02:34,"of no such thing as a fish, a weekly podcast"
00:02:34,00:02:36,coming to you from the QI offices in Hobern.
00:02:36,00:02:38,My name is Dan Schreiber.
00:02:38,00:02:40,"I am sitting here with Andrew Hunter Murray,"
00:02:40,00:02:42,"James Harkin, and Manu Onrio."
00:02:42,00:02:44,"And once again, we have gathered around the microphones"
00:02:44,00:02:47,with our four favorite facts from the last seven days
00:02:47,00:02:50,"and in no particular order, here we go."
00:02:50,00:02:53,"Starting with fact number one, it's Manu."
00:02:53,00:02:57,"- Okay, today my factors, seaweed bubbles"
00:02:57,00:03:00,could stop you getting pregnant.
00:03:00,00:03:01,- That is a relief.
00:03:01,00:03:04,- Oh no. - I have been trying to avoid it.
00:03:04,00:03:05,There you come.
00:03:05,00:03:09,Is that where Andy talks to a woman about seaweed bubbles
00:03:09,00:03:10,and they don't want to have sex with a banymar.
00:03:10,00:03:12,"- I mean, that would also work."
00:03:12,00:03:13,- Yep.
00:03:13,00:03:18,"- No, so actually, this is a semi-edible seaweed bubble"
00:03:18,00:03:21,and I brought an example for you to sample
00:03:21,00:03:22,if you would like to.
00:03:22,00:03:24,"- Yes, please."
00:03:24,00:03:27,- I brought with me something called agar agar jelly
00:03:27,00:03:31,which is what my Indonesian aunties to make.
00:03:31,00:03:35,So it's a sweet coconutty dessert thing.
00:03:35,00:03:37,This one has been put in the fridge
00:03:37,00:03:40,and it's made using a seaweed gelatin.
00:03:40,00:03:43,"So it's vegan, it's very squishy."
00:03:43,00:03:45,"No pressure to eat it, but I mean,"
00:03:45,00:03:46,I think it's delicious.
00:03:46,00:03:48,"- Okay, Dan, can you explain what it looks like"
00:03:48,00:03:50,before Andy is desperate to go.
00:03:50,00:03:51,"- Yeah, yeah."
00:03:51,00:03:55,It looks like a giant bit of tofu on top
00:03:55,00:03:58,of a jelly-like substance underneath.
00:03:58,00:04:02,"Like a whiteboard marker, you know?"
00:04:02,00:04:03,It's got that kind of vibe about.
00:04:03,00:04:04,- Like a whiteboard rubber.
00:04:04,00:04:07,"- Yeah, a rubber, rather."
00:04:07,00:04:11,- It looks like food we were told food would be
00:04:11,00:04:12,in the future in the '60s.
00:04:12,00:04:14,Like in the future they'll only eat
00:04:14,00:04:17,just this wobbling jet colorless wee gelatin.
00:04:17,00:04:19,"But it tastes like a rose dinner, incredibly."
00:04:19,00:04:21,- Yeah. - It tastes like a full rose dinner.
00:04:21,00:04:23,- Have someone tell us what it tastes like.
00:04:23,00:04:25,"- Yeah, so they brought my tongs."
00:04:25,00:04:27,- It's enormously gelatinous.
00:04:27,00:04:30,- It kind of just disappears in your mouth
00:04:30,00:04:30,as soon as you bite.
00:04:30,00:04:32,It sort of just slides down.
00:04:32,00:04:34,- Is it like he's in a jellyfish?
00:04:34,00:04:35,- Sorry?
00:04:35,00:04:36,- Is it like he's in a jellyfish?
00:04:36,00:04:39,"- Yeah, it's like a jellyfish that's been in a mold,"
00:04:39,00:04:41,which jelly I suppose has because it's a jellyfish.
00:04:41,00:04:42,"- Yeah, yeah."
00:04:42,00:04:44,"- James, you're not tempted."
00:04:44,00:04:45,"- I'm not a big fan of seaweed, I have to say."
00:04:45,00:04:46,"- Oh, okay."
00:04:46,00:04:49,- I will eat stuff if that was disgusting
00:04:49,00:04:51,"and it was like a dare, I would eat it"
00:04:51,00:04:52,because it's quite nice.
00:04:52,00:04:53,"- Yeah, 'cause you've done the museum"
00:04:53,00:04:54,of disgusting foods.
00:04:54,00:04:56,"- Yeah, I would do that just for the show,"
00:04:56,00:05:00,"but to enjoy it, I just, I'm very bad at texture."
00:05:00,00:05:02,- It is very wobbly.
00:05:02,00:05:03,- I think it tastes fantastic.
00:05:03,00:05:04,- I love it.
00:05:04,00:05:05,"- Are you saying if I go home now,"
00:05:05,00:05:08,maybe my wife won't get pregnant 'cause I've eaten that?
00:05:08,00:05:13,"- No, basically, agarose, the sugar derived from agar agar,"
00:05:13,00:05:15,"which is what we've just eaten,"
00:05:15,00:05:18,is used to make these special beads
00:05:18,00:05:21,that can trick sperm into binding with them
00:05:21,00:05:23,"to kind of protect the eggs,"
00:05:23,00:05:25,and this was all done in mice.
00:05:25,00:05:27,And what they did is they covered these beads
00:05:27,00:05:31,in a protein called Zona Policida glycoprotein II
00:05:31,00:05:33,or ZP2 for short.
00:05:33,00:05:37,And what this does is it tricks sperm into thinking
00:05:37,00:05:38,that whatever it is is the egg
00:05:38,00:05:41,"'cause it's basically sending out signals being like,"
00:05:41,00:05:42,"""I'm an egg, I'm an egg."""
00:05:42,00:05:44,And the sperm are attracted to it.
00:05:44,00:05:47,"- It's like having a weather spoons,"
00:05:47,00:05:48,"and then next door to the weather spoons,"
00:05:48,00:05:49,you've got another weather spoons
00:05:49,00:05:51,that's made entirely out of jelly.
00:05:51,00:05:52,- Yes.
00:05:52,00:05:53,- But they kind of cover it
00:05:53,00:05:57,"in the smell of stale beer and desperation,"
00:05:57,00:05:59,"so that people are tricked into thinking is that,"
00:05:59,00:06:01,and then all the men sort of water was
