start_hhmmss,end_hhmmss,text
00:00:00,00:00:02,[MUSIC PLAYING]
00:00:02,00:00:02,"Hi, everyone."
00:00:02,00:00:04,"Welcome to this week's episode of ""No, She's Thing as a Fish,"""
00:00:04,00:00:08,where we were joined by the fantastic Angela Barnes.
00:00:08,00:00:09,"Yeah, she's absolutely amazing."
00:00:09,00:00:10,She's been on fish before.
00:00:10,00:00:11,"I didn't get to be on the show with her,"
00:00:11,00:00:14,so I was very excited to sit down with her.
00:00:14,00:00:15,She's full of facts.
00:00:15,00:00:16,She's full of jokes.
00:00:16,00:00:17,And she's full of tour.
00:00:17,00:00:19,She's on tour now.
00:00:19,00:00:21,"She's on tour twice, in fact."
00:00:21,00:00:24,"She is doing her own tour, which is called ""anxed."""
00:00:24,00:00:28,And she's also touring with a British iconic series.
00:00:28,00:00:31,"That's right, ""The Archers."""
00:00:31,00:00:34,"Anyone who listens to Radio 4 will know that show,"
00:00:34,00:00:36,and no other show.
00:00:36,00:00:40,"And Andy's ""The Naked Week"" is available as well."
00:00:40,00:00:42,And she's doing a live version of that.
00:00:42,00:00:43,"So if you go online, put in ""The Archers"" tour."
00:00:43,00:00:45,You'll find dates for that.
00:00:45,00:00:46,"But go see ""anxed."""
00:00:46,00:00:47,She's a brilliant stand-up.
00:00:47,00:00:49,She's on tour right now.
00:00:49,00:00:51,"So on the 11th of April, she's going to be in Cheshirem."
00:00:51,00:00:54,"And then there's places like Hastings and ""Hammelhamstead"""
00:00:54,00:00:55,"and ""Iveybridge"" Heriford."
00:00:55,00:00:57,A lot of these shows are nearly sold out
00:00:57,00:00:58,to get your tickets now.
00:00:58,00:01:00,"""Hammelhamstead"" is where all the hamsters live"
00:01:00,00:01:03,"that used to live in ""Hammelhamstead."""
00:01:03,00:01:05,"Oh, yes, that's an interesting fact."
00:01:05,00:01:07,We should do that on the show.
00:01:07,00:01:09,Or we should pronounce places properly.
00:01:09,00:01:11,"Anyway, if you want to go get those tickets,"
00:01:11,00:01:15,"go to Angela Barnes, comedy.co.uk,"
00:01:15,00:01:17,and go see her life now.
